surah,ayah,token_index,surface,plain,gold,pred,is_match,source,proof_kind
21,15,3,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
21,44,3,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
21,65,8,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
21,82,9,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
21,99,3,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
22,6,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,10,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,11,22,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,12,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,30,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,32,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,60,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,61,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,62,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,70,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
22,70,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
23,7,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
23,15,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
23,30,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
23,63,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,3,16,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,5,6,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,30,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,44,7,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,47,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,55,35,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
24,60,4,اللَّاتِي,اللاتي,ISM_MAWSOOL,ISM_MAWSOOL,True,registry:plain:02_mabniyat/relative_pronouns.json#10,Certificate
25,10,9,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
25,17,12,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
25,38,7,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
25,67,10,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
25,68,20,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,2,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
26,8,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,54,2,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
26,67,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,103,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,121,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,139,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,158,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,174,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
26,190,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
27,1,2,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
27,52,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
27,86,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
28,2,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
28,28,2,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
28,63,7,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
28,83,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
29,19,10,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
29,24,17,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
29,44,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
29,47,11,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
29,51,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,21,17,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,22,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,23,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,24,18,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,30,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,37,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,38,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
30,50,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
31,2,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
31,17,14,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
31,30,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
31,31,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
32,6,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
32,26,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
33,6,26,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
33,19,32,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
33,30,13,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
33,50,7,اللَّاتِي,اللاتي,ISM_MAWSOOL,ISM_MAWSOOL,True,registry:plain:02_mabniyat/relative_pronouns.json#10,Certificate
33,50,25,اللَّاتِي,اللاتي,ISM_MAWSOOL,ISM_MAWSOOL,True,registry:plain:02_mabniyat/relative_pronouns.json#10,Certificate
33,51,16,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
33,59,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
34,3,26,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
34,9,25,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
34,17,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
34,19,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
35,11,31,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
35,17,2,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
35,32,18,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
36,38,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
38,15,3,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
38,25,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
38,27,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
38,64,2,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,15,16,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,16,10,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,21,28,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,23,21,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,34,6,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,42,23,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
39,51,8,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
39,52,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
40,22,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
41,9,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
41,12,16,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
41,28,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
41,29,6,اللَّذَيْنِ,اللذين,ISM_MAWSOOL,ISM_MAWSOOL,True,registry:plain:02_mabniyat/relative_pronouns.json#7,Certificate
42,22,21,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
42,23,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
42,33,11,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
42,43,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
43,29,3,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
43,35,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
43,88,4,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
44,22,4,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
44,34,2,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
44,57,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
45,6,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
45,13,13,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
45,30,10,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,3,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,4,21,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,9,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,11,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,26,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,28,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
47,38,2,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
48,5,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
48,12,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
48,27,26,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
48,29,25,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,3,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,19,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,20,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,34,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,37,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,42,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
50,44,6,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
51,16,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
52,47,6,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
53,22,1,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
53,30,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
56,45,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
57,12,19,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
57,21,16,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
57,22,18,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
58,4,17,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
58,7,28,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
58,12,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
59,4,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
59,13,8,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
59,14,19,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
61,12,15,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
62,4,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
63,3,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
63,9,14,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
64,6,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
64,9,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
64,9,25,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
65,1,40,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
65,5,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
66,4,20,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
68,13,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
70,31,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
70,44,5,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
72,11,6,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
75,40,2,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
76,11,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
76,27,2,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
78,39,1,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
79,12,2,تِلْكَ,تلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#6,Certificate
79,26,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
79,30,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
83,26,4,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
83,32,5,هَؤُلَاءِ,هؤلاء,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#13,Certificate
85,11,12,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
89,5,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
98,8,18,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
100,7,3,ذَلِكَ,ذلك,ISM_MABNI,ISM_MABNI,True,registry:exact:02_mabniyat/demonstrative_pronouns.json#9,Certificate
