root,word,count,reason
جوب,فَتَسْتَجِيبُونَ,1,weak_root
جوب,فَلْيَسْتَجِيبُوا,2,weak_root
جوب,مُجِيبٌ,1,weak_root
جوب,نُجِب,1,weak_root
جوب,وَيَسْتَجِيبُ,1,weak_root
جوب,يَسْتَجِيبُ,2,weak_root
جوب,يَسْتَجِيبُوا,5,weak_root
جوب,يَسْتَجِيبُونَ,1,weak_root
جوب,يُجِب,1,weak_root
جوب,يُجِيبُ,1,weak_root
جود,الْجُودِيِّ,1,weak_root
جود,الْجِيَادُ,1,weak_root
جود,جِيدِهَا,1,weak_root
جور,اسْتَجَارَكَ,1,weak_root
جور,جَائِرٌ,1,weak_root
جور,جَارٌ,1,weak_root
جور,مُتَجَاوِرَاتٌ,1,weak_root
جور,وَالْجَارِ,2,weak_root
جور,وَيُجِرْكُم,1,weak_root
جور,يُجَارُ,1,weak_root
جور,يُجَاوِرُونَكَ,1,weak_root
جور,يُجِيرَنِي,1,weak_root
جور,يُجِيرُ,2,weak_root
جوز,جَازٍ,1,weak_root
جوز,جَاوَزَا,1,weak_root
جوز,جَاوَزَهُ,1,weak_root
جوز,وَجَاوَزْنَا,2,weak_root
جوز,وَنَتَجَاوَزُ,1,weak_root
جوع,الْجُوعِ,1,weak_root
جوع,تَجُوعَ,1,weak_root
جوع,جُوعٍ,2,weak_root
جوع,وَالْجُوعِ,1,weak_root
جوف,جَوْفِهِ,1,weak_root
جوو,جَوِّ,1,weak_root
جيء,أَجِئْتَنَا,5,weak_root
جيء,جَاءَ,57,weak_root
جيء,جَاءَت,8,weak_root
جيء,جَاءَتِ,2,weak_root
جيء,جَاءَتْكَ,1,weak_root
جيء,جَاءَتْكُم,4,weak_root
جيء,جَاءَتْكُمُ,1,weak_root
جيء,جَاءَتْنَا,1,weak_root
جيء,جَاءَتْهَا,1,weak_root
جيء,جَاءَتْهُ,1,weak_root
جيء,جَاءَتْهُم,11,weak_root
جيء,جَاءَتْهُمُ,7,weak_root
جيء,جَاءَكَ,11,weak_root
جيء,جَاءَكُم,21,weak_root
جيء,جَاءَكُمُ,4,weak_root
جيء,جَاءَنَا,6,weak_root
جيء,جَاءَنِي,2,weak_root
جيء,جَاءَنِيَ,1,weak_root
جيء,جَاءَهَا,2,weak_root
جيء,جَاءَهُ,7,weak_root
جيء,جَاءَهُم,30,weak_root
جيء,جَاءَهُمُ,11,weak_root
جيء,جَاءُو,4,weak_root
جيء,جَاءُوا,2,weak_root
جيء,جَاءُوكَ,5,weak_root
جيء,جَاءُوكُم,3,weak_root
جيء,جَاءُوهَا,3,weak_root
جيء,جِئْتَ,5,weak_root
جيء,جِئْتَنَا,2,weak_root
جيء,جِئْتَهُم,2,weak_root
جيء,جِئْتُكَ,1,weak_root
جيء,جِئْتُكُم,4,weak_root
جيء,جِئْتُم,2,weak_root
جيء,جِئْتُمُونَا,2,weak_root
جيء,جِئْتِ,1,weak_root
جيء,جِئْنَا,4,weak_root
جيء,جِئْنَاكَ,3,weak_root
جيء,جِئْنَاكُم,1,weak_root
جيء,جِئْنَاهُم,1,weak_root
جيء,فَأَجَاءَهَا,1,weak_root
جيء,فَجَاءَ,1,weak_root
جيء,فَجَاءَتْهُ,1,weak_root
جيء,فَجَاءَهَا,1,weak_root
جيء,فَجَاءُوهُم,2,weak_root
جيء,لَجَاءَهُمُ,1,weak_root
جيء,وَجَاءَ,10,weak_root
جيء,وَجَاءَت,3,weak_root
جيء,وَجَاءَتْهُ,1,weak_root
جيء,وَجَاءَتْهُم,2,weak_root
جيء,وَجَاءَكَ,1,weak_root
جيء,وَجَاءَكُمُ,1,weak_root
جيء,وَجَاءَهُ,1,weak_root
جيء,وَجَاءَهُم,1,weak_root
جيء,وَجَاءَهُمُ,2,weak_root
جيء,وَجَاءُو,3,weak_root
جيء,وَجِئْتُكَ,1,weak_root
جيء,وَجِئْتُكُم,1,weak_root
جيء,وَجِئْنَا,3,weak_root
جيء,وَجِايءَ,2,weak_root
جيب,جَيْبِكَ,2,weak_root
جيب,جُيُوبِهِنَّ,1,weak_root
جيس,فَجَاسُوا,1,weak_root
حاش,حَاشَ,2,weak_root
حتى,حَتَّى,142,weak_root
حري,تَحَرَّوْا,1,weak_root
حصي,أَحْصَاهَا,1,weak_root
حصي,أَحْصَاهُ,1,weak_root
حصي,أَحْصَاهُم,1,weak_root
حصي,أَحْصَى,1,weak_root
حصي,أَحْصَيْنَاهُ,2,weak_root
حصي,تُحْصُوهَا,2,weak_root
حصي,تُحْصُوهُ,1,weak_root
حصي,وَأَحْصَى,1,weak_root
حصي,وَأَحْصُوا,1,weak_root
حفي,حَفِيًّا,1,weak_root
حفي,حَفِيٌّ,1,weak_root
حفي,فَيُحْفِكُم,1,weak_root
حلل,حِلاًّ,1,alignment_failed
حلي,الْحِلْيَةِ,1,weak_root
حلي,حُلِيِّهِم,1,weak_root
حلي,حِلْيَةً,2,weak_root
حلي,حِلْيَةٍ,1,weak_root
حلي,وَحُلُّوا,1,weak_root
حلي,يُحَلَّوْنَ,3,weak_root
حم,حم,7,root_too_short
حمو,حَامِيَةً,1,weak_root
حمو,حَامِيَةٌ,1,weak_root
حمو,يُحْمَى,1,weak_root
حمي,الْحَمِيَّةَ,1,weak_root
حمي,حَامٍ,1,weak_root
حمي,حَمِيَّةَ,1,weak_root
حوب,حُوبًا,1,weak_root
حوت,الْحُوتَ,1,weak_root
حوت,الْحُوتُ,1,weak_root
حوت,الْحُوتِ,1,weak_root
حوت,حُوتَهُمَا,1,weak_root
حوت,حِيتَانُهُم,1,weak_root
حوج,حَاجَةً,3,weak_root
حوذ,اسْتَحْوَذَ,1,weak_root
حوذ,نَسْتَحْوِذ,1,weak_root
حور,الْحَوَارِيُّونَ,3,weak_root
حور,الْحَوَارِيِّنَ,1,weak_root
حور,بِحُورٍ,2,weak_root
حور,تَحَاوُرَكُمَا,1,weak_root
حور,حُورٌ,1,weak_root
حور,لِلْحَوَارِيِّنَ,1,weak_root
حور,وَحُورٌ,1,weak_root
حور,يَحُورَ,1,weak_root
حور,يُحَاوِرُهُ,2,weak_root
حوز,مُتَحَيِّزًا,1,weak_root
حوط,أَحَاطَ,4,weak_root
حوط,أَحَطتُ,1,weak_root
حوط,أَحَطْنَا,1,weak_root
حوط,أُحِيطَ,1,weak_root
حوط,تُحِط,2,weak_root
حوط,تُحِيطُوا,1,weak_root
حوط,لَمُحِيطَةٌ,2,weak_root
حوط,مُحِيطًا,2,weak_root
حوط,مُحِيطٌ,6,weak_root
حوط,مُحِيطٍ,1,weak_root
حوط,وَأَحَاطَ,1,weak_root
حوط,وَأَحَاطَت,1,weak_root
حوط,وَأُحِيطَ,1,weak_root
حوط,يُحَاطَ,1,weak_root
حوط,يُحِيطُوا,1,weak_root
حوط,يُحِيطُونَ,2,weak_root
حول,الْحَوْلِ,1,weak_root
حول,تَحْوِيلاً,3,weak_root
حول,حَوْلَ,1,weak_root
حول,حَوْلَكُم,2,weak_root
حول,حَوْلَهَا,3,weak_root
حول,حَوْلَهُ,5,weak_root
حول,حَوْلَهُم,1,weak_root
حول,حَوْلَيْنِ,1,weak_root
حول,حَوْلِ,1,weak_root
حول,حَوْلِكَ,1,weak_root
حول,حَوْلِهِم,1,weak_root
حول,حِوَلاً,1,weak_root
حول,حِيلَةً,1,weak_root
حول,وَحَالَ,1,weak_root
حول,وَحِيلَ,1,weak_root
حول,يَحُولُ,1,weak_root
حوي,أَحْوَى,1,weak_root
حوي,الْحَوَايَا,1,weak_root
حيث,حَيْثُ,29,weak_root
حيث,وَحَيْثُ,2,weak_root
حيد,تَحِيدُ,1,weak_root
حير,حَيْرَانَ,1,weak_root
حيص,مَحِيصًا,1,weak_root
حيص,مَحِيصٍ,4,weak_root
حيض,الْمَحِيضِ,3,weak_root
حيض,يَحِضْنَ,1,weak_root
حيف,يَحِيفَ,1,weak_root
حيق,فَحَاقَ,2,weak_root
حيق,وَحَاقَ,7,weak_root
حيق,يَحِيقُ,1,weak_root
حين,حِينٌ,1,weak_root
حين,حِينٍ,15,weak_root
حين,حِينَ,12,weak_root
حين,حِينَئِذٍ,1,weak_root
حين,حِينِ,1,weak_root
حين,وَحِينَ,5,weak_root
حيي,أَحْيَا,1,weak_root
حيي,أَحْيَاءً,1,weak_root
حيي,أَحْيَاءٌ,2,weak_root
حيي,أَحْيَاءٍ,1,weak_root
حيي,أَحْيَاكُم,1,weak_root
حيي,أَحْيَاهَا,2,weak_root
حيي,أَحْيَاهُم,1,weak_root
حيي,أَحْيَيْنَاهَا,1,weak_root
حيي,أُحْيِ,1,weak_root
حيي,اسْتِحْيَاءٍ,1,weak_root
حيي,الأَحْيَاءُ,1,weak_root
حيي,الْحَيَاةَ,11,weak_root
حيي,الْحَيَاةُ,15,weak_root
حيي,الْحَيَاةِ,37,weak_root
حيي,الْحَيَوَانُ,1,weak_root
حيي,الْحَيَّ,4,weak_root
حيي,الْحَيُّ,3,weak_root
حيي,الْحَيِّ,5,weak_root
حيي,بِالْحَيَاةِ,3,weak_root
حيي,بِتَحِيَّةٍ,1,weak_root
حيي,بِيَحْيَى,1,weak_root
حيي,تَحِيَّةً,2,weak_root
حيي,تَحِيَّتُهُم,2,weak_root
حيي,تَحْيَوْنَ,1,weak_root
حيي,تُحْيِ,1,weak_root
حيي,حَيَاةً,2,weak_root
حيي,حَيَاةٌ,1,weak_root
حيي,حَيَاةٍ,1,weak_root
حيي,حَيَاتُنَا,3,weak_root
حيي,حَيَاتِكُمُ,1,weak_root
حيي,حَيًّا,5,weak_root
حيي,حَيٍّ,1,weak_root
حيي,حَيَّ,1,weak_root
حيي,حَيَّةٌ,1,weak_root
حيي,حَيَّوْكَ,1,weak_root
حيي,حُيِّيتُم,1,weak_root
حيي,فَأَحْيَا,4,weak_root
حيي,فَأَحْيَاكُم,1,weak_root
حيي,فَأَحْيَيْنَا,1,weak_root
حيي,فَأَحْيَيْنَاهُ,1,weak_root
حيي,فَحَيُّوا,1,weak_root
حيي,فَلَنُحْيِيَنَّهُ,1,weak_root
حيي,فَيَسْتَحْيِ,1,weak_root
حيي,فَيُحْيِ,1,weak_root
حيي,لَمُحْيِ,2,weak_root
حيي,لِحَيَاتِي,1,weak_root
حيي,لِلْحَيِّ,1,weak_root
حيي,لِنُحِيَ,1,weak_root
حيي,مَحْيَاهُم,1,weak_root
حيي,نُحْيِ,3,weak_root
حيي,وَأَحْيَا,1,weak_root
حيي,وَأَحْيَيْتَنَا,1,weak_root
حيي,وَأَحْيَيْنَا,1,weak_root
حيي,وَأُحْيِ,1,weak_root
حيي,وَاسْتَحْيُوا,1,weak_root
حيي,وَالْحَيَاةَ,1,weak_root
حيي,وَتَحِيَّتُهُم,1,weak_root
حيي,وَمَحْيَايَ,1,weak_root
حيي,وَنَحْيَا,2,weak_root
حيي,وَنَسْتَحْيِ,1,weak_root
حيي,وَيَحْيَى,2,weak_root
حيي,وَيَسْتَحْيُونَ,3,weak_root
حيي,وَيَسْتَحْيِ,1,weak_root
حيي,وَيُحْيِ,1,weak_root
حيي,يَايَحْيَى,1,weak_root
حيي,يَحْيَى,4,weak_root
حيي,يَسْتَحْيِ,2,weak_root
حيي,يُحَيِّكَ,1,weak_root
حيي,يُحْيَ,2,weak_root
حيي,يُحْيِ,16,weak_root
حيي,يُحْيِيكُم,5,weak_root
حيي,يُحْيِينِ,1,weak_root
حيي,يُحْيِيهَا,1,weak_root
خزي,أَخْزَى,1,weak_root
خزي,أَخْزَيْتَهُ,1,weak_root
خزي,الْخِزْيَ,2,weak_root
خزي,الْخِزْيُ,1,weak_root
خزي,الْخِزْيِ,2,weak_root
خزي,تُخْزُونِ,2,weak_root
خزي,تُخْزِنَا,1,weak_root
خزي,تُخْزِنِي,1,weak_root
خزي,خِزْيٌ,5,weak_root
خزي,خِزْيِ,1,weak_root
خزي,مُخْزِي,1,weak_root
خزي,وَلِيُخْزِيَ,1,weak_root
خزي,وَنَخْزَى,1,weak_root
خزي,وَيُخْزِهِم,1,weak_root
خزي,يُخْزِي,1,weak_root
خزي,يُخْزِيهِ,3,weak_root
خزي,يُخْزِيهِم,1,weak_root
خشي,أَتَخْشَوْنَهُم,1,weak_root
خشي,تَخْشَاهُ,1,weak_root
خشي,تَخْشَوُا,1,weak_root
خشي,تَخْشَوْنَ,1,weak_root
خشي,تَخْشَوْهُ,1,weak_root
خشي,تَخْشَوْهُم,2,weak_root
خشي,تَخْشَى,1,weak_root
خشي,خَشِيتُ,1,weak_root
خشي,خَشِيَ,3,weak_root
خشي,خَشْيَةً,1,weak_root
خشي,خَشْيَةَ,2,weak_root
خشي,خَشْيَةِ,3,weak_root
خشي,خَشْيَتِهِ,1,weak_root
خشي,فَاخْشَوْهُم,1,weak_root
خشي,فَتَخْشَى,1,weak_root
خشي,فَخَشِينَا,1,weak_root
خشي,كَخَشْيَةِ,1,weak_root
خشي,نَخْشَى,1,weak_root
خشي,وَاخْشَوْا,1,weak_root
خشي,وَاخْشَوْنِ,2,weak_root
خشي,وَاخْشَوْنِي,1,weak_root
خشي,وَتَخْشَى,1,weak_root
خشي,وَخَشِيَ,1,weak_root
خشي,وَلْيَخْشَ,1,weak_root
خشي,وَيَخْشَ,1,weak_root
خشي,وَيَخْشَوْنَ,1,weak_root
خشي,وَيَخْشَوْنَهُ,1,weak_root
خشي,يَخْشَ,1,weak_root
خشي,يَخْشَاهَا,1,weak_root
خشي,يَخْشَوْنَ,6,weak_root
خشي,يَخْشَى,6,weak_root
خطء,خَطَايَاكُم,2,alignment_failed
خطء,خَطَايَانَا,2,alignment_failed
خطء,خَطَايَاهُم,1,alignment_failed
خطو,خُطُوَاتِ,5,weak_root
خفي,أَخْفَيْتُم,1,weak_root
خفي,أُخْفِيهَا,1,weak_root
خفي,أُخْفِيَ,1,weak_root
خفي,تَخْفَى,1,weak_root
خفي,تُخْفُوا,1,weak_root
خفي,تُخْفُونَ,2,weak_root
خفي,تُخْفُوهَا,1,weak_root
خفي,تُخْفُوهُ,3,weak_root
خفي,تُخْفِي,2,weak_root
خفي,خَافِيَةٌ,1,weak_root
خفي,خَفِيًّا,1,weak_root
خفي,خَفِيٍّ,1,weak_root
خفي,لِيَسْتَخْفُوا,1,weak_root
خفي,مُسْتَخْفٍ,1,weak_root
خفي,نُخْفِي,1,weak_root
خفي,وَأَخْفَى,1,weak_root
خفي,وَتُخْفُونَ,1,weak_root
خفي,وَتُخْفِي,1,weak_root
خفي,وَخُفْيَةً,2,weak_root
خفي,يَخْفَوْنَ,1,weak_root
خفي,يَخْفَى,4,weak_root
خفي,يَسْتَخْفُونَ,2,weak_root
خفي,يُخْفُونَ,2,weak_root
خفي,يُخْفِينَ,1,weak_root
خلل,الأَخِلاَّءُ,1,alignment_failed
خلو,الْخَالِيَةِ,1,weak_root
خلو,خَلاَ,2,weak_root
خلو,خَلَت,13,weak_root
خلو,خَلَتِ,2,weak_root
خلو,خَلَوْا,7,weak_root
خلو,فَخَلُّوا,1,weak_root
خلو,وَتَخَلَّت,1,weak_root
خلو,يَخْلُ,1,weak_root
خور,خُوَارٌ,2,weak_root
خوض,الْخَائِضِينَ,1,weak_root
خوض,خَاضُوا,1,weak_root
خوض,خَوْضٍ,1,weak_root
خوض,خَوْضِهِم,1,weak_root
خوض,نَخُوضُ,2,weak_root
خوض,وَخُضْتُم,1,weak_root
خوض,يَخُوضُوا,4,weak_root
خوض,يَخُوضُونَ,1,weak_root
خوف,أَخَافُ,20,weak_root
خوف,الْخَوْفُ,2,weak_root
خوف,الْخَوْفِ,2,weak_root
خوف,تَخَافَا,1,weak_root
خوف,تَخَافَنَّ,1,weak_root
خوف,تَخَافُ,1,weak_root
خوف,تَخَافُوا,1,weak_root
خوف,تَخَافُونَ,4,weak_root
خوف,تَخَافُونَهُم,1,weak_root
خوف,تَخَافُوهُم,1,weak_root
خوف,تَخَافِي,1,weak_root
خوف,تَخَف,9,weak_root
خوف,تَخَوُّفٍ,1,weak_root
خوف,تَخْوِيفًا,1,weak_root
خوف,خَائِفًا,2,weak_root
خوف,خَائِفِينَ,1,weak_root
خوف,خَافَ,5,weak_root
خوف,خَافَت,1,weak_root
خوف,خَافُوا,1,weak_root
خوف,خَوْفًا,4,weak_root
خوف,خَوْفٌ,14,weak_root
خوف,خَوْفٍ,2,weak_root
خوف,خَوْفِهِم,1,weak_root
خوف,خِفْتُ,1,weak_root
خوف,خِفْتُكُم,1,weak_root
خوف,خِفْتُم,7,weak_root
خوف,خِفْتِ,1,weak_root
خوف,خِيفَةً,3,weak_root
خوف,خِيفَتِهِ,1,weak_root
خوف,فَأَخَافُ,2,weak_root
خوف,كَخِيفَتِكُم,1,weak_root
خوف,نَخَافُ,2,weak_root
خوف,وَأَخَافُ,1,weak_root
خوف,وَالْخَوْفِ,1,weak_root
خوف,وَخَافَ,1,weak_root
خوف,وَخَافُونِ,1,weak_root
خوف,وَخِيفَةً,1,weak_root
خوف,وَنُخَوِّفُهُم,1,weak_root
خوف,وَيَخَافُونَ,3,weak_root
خوف,وَيُخَوِّفُونَكَ,1,weak_root
خوف,يَخَافَا,1,weak_root
خوف,يَخَافُ,5,weak_root
خوف,يَخَافُهُ,1,weak_root
خوف,يَخَافُوا,1,weak_root
خوف,يَخَافُونَ,8,weak_root
خوف,يُخَوِّفُ,2,weak_root
خول,أَخْوَالِكُم,1,weak_root
خول,خَالاَتِكَ,1,weak_root
خول,خَالاَتِكُم,1,weak_root
خول,خَالِكَ,1,weak_root
خول,خَوَّلَهُ,1,weak_root
خول,خَوَّلْنَاكُم,1,weak_root
خول,خَوَّلْنَاهُ,1,weak_root
خول,وَخَالاَتُكُم,1,weak_root
خون,أَخُنْهُ,1,weak_root
خون,الْخَائِنِينَ,2,weak_root
خون,تَخُونُوا,1,weak_root
خون,تَخْتَانُونَ,1,weak_root
خون,خَائِنَةٍ,1,weak_root
خون,خَائِنَةَ,1,weak_root
خون,خَانُوا,1,weak_root
خون,خَوَّانًا,1,weak_root
خون,خَوَّانٍ,1,weak_root
خون,خِيَانَةً,1,weak_root
خون,خِيَانَتَكَ,1,weak_root
خون,فَخَانَتَاهُمَا,1,weak_root
خون,لِلْخَائِنِينَ,1,weak_root
خون,وَتَخُونُوا,1,weak_root
خون,يَخْتَانُونَ,1,weak_root
خوي,خَاوِيَةً,1,weak_root
خوي,خَاوِيَةٌ,3,weak_root
خوي,خَاوِيَةٍ,1,weak_root
خيب,خَائِبِينَ,1,weak_root
خيب,خَابَ,3,weak_root
خيب,وَخَابَ,1,weak_root
خير,اخْتَرْتُكَ,1,weak_root
خير,اخْتَرْنَاهُم,1,weak_root
خير,الأَخْيَارِ,2,weak_root
خير,الْخَيْرَ,1,weak_root
خير,الْخَيْرَاتُ,1,weak_root
خير,الْخَيْرَاتِ,7,weak_root
خير,الْخَيْرُ,2,weak_root
خير,الْخَيْرِ,6,weak_root
خير,الْخِيَرَةُ,2,weak_root
خير,بِالْخَيْرَاتِ,1,weak_root
خير,بِالْخَيْرِ,2,weak_root
خير,بِخَيْرٍ,6,weak_root
خير,تَخَيَّرُونَ,1,weak_root
خير,خَيْرًا,37,weak_root
خير,خَيْرٌ,78,weak_root
خير,خَيْرٍ,14,weak_root
خير,خَيْرَ,4,weak_root
خير,خَيْرَاتٌ,1,weak_root
خير,خَيْرُ,20,weak_root
خير,لِلْخَيْرِ,2,weak_root
خير,وَاخْتَارَ,1,weak_root
خير,وَالْخَيْرِ,1,weak_root
خير,وَخَيْرٌ,3,weak_root
خير,وَيَخْتَارُ,1,weak_root
خير,يَتَخَيَّرُونَ,1,weak_root
خيط,الْخَيْطُ,1,weak_root
خيط,الْخَيْطِ,1,weak_root
خيط,الْخِيَاطِ,1,weak_root
خيل,الْخَيْلِ,1,weak_root
خيل,بِخَيْلِكَ,1,weak_root
خيل,خَيْلٍ,1,weak_root
خيل,مُخْتَالاً,1,weak_root
خيل,مُخْتَالٍ,2,weak_root
خيل,وَالْخَيْلَ,1,weak_root
خيل,وَالْخَيْلِ,1,weak_root
خيل,يُخَيَّلُ,1,weak_root
خيم,الْخِيَامِ,1,weak_root
داود,دَاوُدَ,11,weak_root
داود,دَاوُدُ,2,weak_root
داود,لِدَاوُدَ,1,weak_root
داود,وَدَاوُدَ,1,weak_root
داود,يَادَاوُدُ,1,weak_root
دحو,دَحَاهَا,1,weak_root
دري,أَدْرَاكَ,13,weak_root
دري,أَدْرَاكُم,1,weak_root
دري,أَدْرِ,1,weak_root
دري,أَدْرِي,4,weak_root
دري,تَدْرُونَ,1,weak_root
دري,تَدْرِي,4,weak_root
دري,نَدْرِي,2,weak_root
دري,يُدْرِيكَ,3,weak_root
دعو,أَتَدْعُونَ,1,weak_root
دعو,أَدَعَوْتُمُوهُم,1,weak_root
دعو,أَدْعُوا,3,weak_root
دعو,أَدْعُوكُم,2,weak_root
دعو,أَدْعِيَاءَكُم,1,weak_root
دعو,أَدْعِيَائِهِم,1,weak_root
دعو,أَنَدْعُوا,1,weak_root
دعو,ادْعُ,6,weak_root
دعو,ادْعُهُنَّ,1,weak_root
دعو,ادْعُوا,8,weak_root
دعو,ادْعُونِي,1,weak_root
دعو,ادْعُوهُم,1,weak_root
دعو,الدَّاعِ,3,weak_root
دعو,الدَّاعِيَ,1,weak_root
دعو,الدُّعَاءَ,3,weak_root
دعو,الدُّعَاءِ,2,weak_root
دعو,بِدُعَاءِ,1,weak_root
دعو,بِدُعَائِكَ,1,weak_root
دعو,تَدَّعُونَ,2,weak_root
دعو,تَدْعُ,4,weak_root
دعو,تَدْعُهُم,1,weak_root
دعو,تَدْعُوا,4,weak_root
دعو,تَدْعُونَ,16,weak_root
دعو,تَدْعُونَا,2,weak_root
دعو,تَدْعُونَنَا,1,weak_root
دعو,تَدْعُونَنِي,2,weak_root
دعو,تَدْعُونَهُ,1,weak_root
دعو,تَدْعُوهُم,4,weak_root
دعو,تُدْعَوْنَ,2,weak_root
دعو,تُدْعَى,1,weak_root
دعو,دَاعِيَ,2,weak_root
دعو,دَعَا,3,weak_root
دعو,دَعَاكُم,2,weak_root
دعو,دَعَانَا,2,weak_root
دعو,دَعَانِ,1,weak_root
دعو,دَعَاهُ,1,weak_root
دعو,دَعَوَا,1,weak_root
دعو,دَعَوُا,3,weak_root
دعو,دَعَوْا,3,weak_root
دعو,دَعَوْتُ,1,weak_root
دعو,دَعَوْتُكُم,1,weak_root
دعو,دَعَوْتُهُم,2,weak_root
دعو,دَعْوَاهُم,4,weak_root
دعو,دَعْوَةً,1,weak_root
دعو,دَعْوَةٌ,1,weak_root
دعو,دَعْوَةَ,1,weak_root
دعو,دَعْوَةُ,1,weak_root
دعو,دَعْوَتَكَ,1,weak_root
دعو,دَعْوَتُكُمَا,1,weak_root
دعو,دُعَاءً,1,weak_root
دعو,دُعَاءٍ,1,weak_root
دعو,دُعَاءَ,1,weak_root
دعو,دُعَاءَكُم,1,weak_root
دعو,دُعَاءَهُ,1,weak_root
دعو,دُعَاءُ,1,weak_root
دعو,دُعَاءِ,2,weak_root
دعو,دُعَاءِي,1,weak_root
دعو,دُعَاؤُا,1,weak_root
دعو,دُعَاؤُكُم,1,weak_root
دعو,دُعَائِهِم,1,weak_root
دعو,دُعُوا,3,weak_root
دعو,دُعِيتُم,1,weak_root
دعو,دُعِيَ,1,weak_root
دعو,سَتُدْعَوْنَ,1,weak_root
دعو,سَنَدْعُ,1,weak_root
دعو,فَادْعُ,2,weak_root
دعو,فَادْعُوا,2,weak_root
دعو,فَادْعُوهُ,2,weak_root
دعو,فَادْعُوُهُم,1,weak_root
دعو,فَدَعَا,2,weak_root
دعو,فَدَعَوْهُم,2,weak_root
دعو,فَلْيَدْعُ,1,weak_root
دعو,كَدُعَاءِ,1,weak_root
دعو,لَتَدْعُوهُم,1,weak_root
دعو,نَدْعُ,1,weak_root
دعو,نَدْعُوا,3,weak_root
دعو,نَدْعُوهُ,1,weak_root
دعو,نَدْعُوَا,1,weak_root
دعو,وَأَدْعُوا,1,weak_root
دعو,وَادْعُ,2,weak_root
دعو,وَادْعُوا,4,weak_root
دعو,وَادْعُوهُ,2,weak_root
دعو,وَتَدْعُوا,1,weak_root
دعو,وَتَدْعُونَنِي,1,weak_root
دعو,وَدَاعِيًا,1,weak_root
دعو,وَلْيَدْعُ,1,weak_root
دعو,وَيَدْعُ,1,weak_root
دعو,وَيَدْعُونَنَا,1,weak_root
دعو,وَيُدْعَوْنَ,1,weak_root
دعو,يَدَّعُونَ,1,weak_root
دعو,يَدْعُ,2,weak_root
دعو,يَدْعُوا,8,weak_root
دعو,يَدْعُوكَ,1,weak_root
دعو,يَدْعُوكُم,4,weak_root
دعو,يَدْعُونَ,23,weak_root
دعو,يَدْعُونَنِي,1,weak_root
دعو,يَدْعُونَهُ,1,weak_root
دعو,يَدْعُوهُ,1,weak_root
دعو,يَدْعُوهُم,1,weak_root
دعو,يُدْعَوْنَ,2,weak_root
دعو,يُدْعَى,1,weak_root
دلل,فَأَدْلَى,1,alignment_failed
دلل,وَتُدْلُوا,1,alignment_failed
دلو,دَلِيلاً,1,weak_root
دلو,دَلَّهُم,1,weak_root
دلو,دَلْوَهُ,1,weak_root
دلو,فَتَدَلَّى,1,weak_root
دلو,فَدَلاَّهُمَا,1,weak_root
دمم,الدِّمَاءَ,1,alignment_failed
دمم,بِدَمٍ,1,alignment_failed
دمم,دَمًا,1,alignment_failed
دمم,دِمَاؤُهَا,1,alignment_failed
دمم,وَالدَّمَ,3,alignment_failed
دمم,وَالدَّمُ,1,alignment_failed
دمم,وَدَمٍ,1,alignment_failed
دنو,أَدْنَى,9,weak_root
دنو,الأَدْنَى,2,weak_root
دنو,الدُّنْيَا,115,weak_root
دنو,دَانٍ,1,weak_root
دنو,دَانِيَةٌ,2,weak_root
دنو,دَنَا,1,weak_root
دنو,وَأَدْنَى,1,weak_root
دنو,وَدَانِيَةً,1,weak_root
دنو,يُدْنِينَ,1,weak_root
دهي,أَدْهَى,1,weak_root
دور,الدَّارَ,3,weak_root
دور,الدَّارُ,2,weak_root
دور,الدَّارِ,8,weak_root
دور,الدَّوَائِرَ,1,weak_root
دور,الدِّيَارِ,1,weak_root
دور,تَدُورُ,1,weak_root
دور,تُدِيرُونَهَا,1,weak_root
دور,دَائِرَةٌ,1,weak_root
دور,دَائِرَةُ,2,weak_root
دور,دَارَ,3,weak_root
دور,دَارُ,4,weak_root
دور,دَارِ,1,weak_root
دور,دَارِكُم,1,weak_root
دور,دَارِهِم,4,weak_root
دور,دَيَّارًا,1,weak_root
دور,دِيَارِكُم,4,weak_root
دور,دِيَارِنَا,1,weak_root
دور,دِيَارِهِم,9,weak_root
دور,وَالدَّارَ,1,weak_root
دور,وَالدَّارُ,1,weak_root
دور,وَبِدَارِهِ,1,weak_root
دور,وَدِيَارَهُم,1,weak_root
دور,وَلَدَارُ,2,weak_root
دور,وَلَلدَّارُ,1,weak_root
دول,دُولَةً,1,weak_root
دول,نُدَاوِلُهَا,1,weak_root
دوم,دَائِمٌ,1,weak_root
دوم,دَائِمُونَ,1,weak_root
دوم,دَامَتِ,2,weak_root
دوم,دَامُوا,1,weak_root
دوم,دُمْتَ,1,weak_root
دوم,دُمْتُ,2,weak_root
دوم,دُمْتُم,1,weak_root
دون,دُونَ,8,weak_root
دون,دُونِ,83,weak_root
دون,دُونِكَ,2,weak_root
دون,دُونِكُم,1,weak_root
دون,دُونِنَا,1,weak_root
دون,دُونِهَا,1,weak_root
دون,دُونِهِ,38,weak_root
دون,دُونِهِم,3,weak_root
دون,دُونِهِمَا,2,weak_root
دون,دُونِهِمُ,1,weak_root
دون,دُونِي,3,weak_root
دون,وَدُونَ,1,weak_root
دين,الدِّينَ,13,weak_root
دين,الدِّينُ,7,weak_root
دين,الدِّينِ,27,weak_root
