Word,Without_Diacritics,Count,Root,Wazn,Status,Source_Of_Claim
ظُلْمَاً,ظلما,14,ظلم,فُعْل,open_class,wazn_alignment:فُعْل
عَالِمُ,عالم,14,علم,فَاعِل,open_class,wazn_alignment:فَاعِل
عَذَابِ,عذاب,14,عذاب,فَفَعَل,open_class,wazn_alignment:فَفَعَل
عَزِيزَاً,عزيزا,14,عزز,فَعِيل,open_class,wazn_alignment:فَعِيل
عِنْدَنَا,عندنا,14,عند,فِعْل,open_class,wazn_alignment:فِعْل
عِنْدِنَا,عندنا,14,عند,فِعْل,open_class,wazn_alignment:فِعْل
عِوَجَاً,عوجا,14,عوج,فِعَل,open_class,wazn_alignment:فِعَل
فَاسِقُونَ,فاسقون,14,فسق,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
قَوْلَ,قول,14,قول,فَعْل,open_class,wazn_alignment:فَعْل
لَدَيْهِمْ,لديهم,14,لدي,فَعَل,open_class,wazn_alignment:فَعَل
لِقَاءَ,لقاء,14,لقء,فِعَال,open_class,wazn_alignment:فِعَال
مَتَاعَاً,متاعا,14,متاع,فَفَعَل,open_class,wazn_alignment:فَفَعَل
مُؤْمِنَاً,مؤمنا,14,ؤمن,مُفْعِل,open_class,wazn_alignment:مُفْعِل
مُخْلِصِينَ,مخلصين,14,خلص,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
نَاصِرِينَ,ناصرين,14,نصر,فَاعِل,open_class,wazn_alignment:فَاعِل
نَسُوا,نسوا,14,نسا,فَعُول,open_class,wazn_alignment:فَعُول
نَقُولُ,نقول,14,نقل,فَعُول,open_class,wazn_alignment:فَعُول
نُؤْمِنَ,نؤمن,14,ؤمن,نُفْعِل,open_class,wazn_alignment:نُفْعِل
نُوحَاً,نوحا,14,نوح,فُعِل,open_class,wazn_alignment:فُعِل
نِعْمَةَ,نعمة,14,نعم,فِعْلَة,open_class,wazn_alignment:فِعْلَة
وَعْدَاً,وعدا,14,وعد,فَعْل,open_class,wazn_alignment:فَعْل
وَعْدُ,وعد,14,وعد,فَعْل,open_class,wazn_alignment:فَعْل
وَيْلٌ,ويل,14,ويل,فَعْل,open_class,wazn_alignment:فَعْل
يَتَذَكَّرُ,يتذكر,14,ذكر,يَتَفَعَّل,open_class,wazn_alignment:يَتَفَعَّل
يَتْلُو,يتلو,14,تلو,يَفْعُو,open_class,wazn_alignment:يَفْعُو
يَسِيرَاً,يسيرا,14,يسر,فَعِيل,open_class,wazn_alignment:فَعِيل
يَسْتَأْذِنُونَكَ,يستأذنونك,14,أذن,يَسْتَفْعِل,open_class,wazn_alignment:يَسْتَفْعِل
يَعْمَلْ,يعمل,14,عمل,يَفْعَلْ,open_class,wazn_alignment:يَفْعَلْ
يَفْعَلْ,يفعل,14,فعل,يَفْعَلْ,open_class,wazn_alignment:يَفْعَلْ
يَلْقَوْنَهُ,يلقونه,14,لقو,يَفْعَلْنَ,open_class,wazn_alignment:يَفْعَلْنَ
يُتْلَى,يتلى,14,تلى,يُفْعَل,open_class,wazn_alignment:يُفْعَل
آدَمَ,آدم,13,ادم,أَفَعَل,open_class,wazn_alignment:أَفَعَل
أَحَدٌ,أحد,13,أحد,فَعَل,open_class,wazn_alignment:فَعَل
تَصِفُونَ,تصفون,13,تصف,فَعل,open_class,wazn_alignment:فَعل
حَقٌّ,حق,13,حقق,فَعٍّ,open_class,wazn_alignment:فَعٍّ
سُبْحَانَ,سبحان,13,سبح,فُعْلَان,open_class,wazn_alignment:فُعْلَان
عَذَابٍ,عذاب,13,عذاب,فَفَعَل,open_class,wazn_alignment:فَفَعَل
فَوْقَ,فوق,13,فوق,فَعْل,open_class,wazn_alignment:فَعْل
لُوطٍ,لوط,13,لوط,فُعِل,open_class,wazn_alignment:فُعِل
يُؤْذُونَ,يؤذون,13,يؤذ,فُعْل,open_class,wazn_alignment:فُعْل
آمِنَاً,آمنا,12,ءمن,فَاعِل,open_class,wazn_alignment:فَاعِل
آيَاتُهُ,آياته,12,ءوي,فَالَا,open_class,wazn_alignment:فَالَا
أَتَاكَ,أتاك,12,أتو,فَعَاكَ,open_class,wazn_alignment:فَعَاكَ
أَجَلُهُمْ,أجلهم,12,أجل,فَعَل,open_class,wazn_alignment:فَعَل
أَجْرَهُمْ,أجرهم,12,أجر,فَعْل,open_class,wazn_alignment:فَعْل
أَجْرُهُمْ,أجرهم,12,أجر,فَعْل,open_class,wazn_alignment:فَعْل
أَعُوذُ,أعوذ,12,أعذ,فَعُول,open_class,wazn_alignment:فَعُول
أَعْتَدْنَا,أعتدنا,12,عتد,أَفْعَلْ,open_class,wazn_alignment:أَفْعَلْ
أَنْبَاءِ,أنباء,12,نبء,أَفْعَال,open_class,wazn_alignment:أَفْعَال
أَيُّهُمْ,أيهم,12,أيي,فَعُّ,open_class,wazn_alignment:فَعُّ
إِحْسَانَاً,إحسانا,12,إحس,فِعْلَان,open_class,wazn_alignment:فِعْلَان
اجْعَلْ,اجعل,12,جعل,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
اشْتَرَوْا,اشتروا,12,شرو,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
التَّقْوَى,التقوى,12,تقى,فَعْوَل,open_class,wazn_alignment:فَعْوَل
التَّوَّابُ,التواب,12,توب,فَعَّال,open_class,wazn_alignment:فَعَّال
الذِّكْرَ,الذكر,12,ذكر,فِعْل,open_class,wazn_alignment:فِعْل
الذِّكْرَى,الذكرى,12,ذكر,فِعْلَى,open_class,wazn_alignment:فِعْلَى
الرَّجْفَةُ,الرجفة,12,رجف,فَعْلَة,open_class,wazn_alignment:فَعْلَة
الرَّحِيمِ,الرحيم,12,رحم,فَعِيل,open_class,wazn_alignment:فَعِيل
الرُّعْبَ,الرعب,12,رعب,فُعْل,open_class,wazn_alignment:فُعْل
السَّبِيلَ,السبيل,12,سبل,فَعِيل,open_class,wazn_alignment:فَعِيل
السَّلَمَ,السلم,12,سلم,فَعَل,open_class,wazn_alignment:فَعَل
السَّوْءِ,السوء,12,سوء,فَعْل,open_class,wazn_alignment:فَعْل
السُّجُودِ,السجود,12,سجد,فُعُول,open_class,wazn_alignment:فُعُول
الشِّمَالِ,الشمال,12,شمل,فِعَال,open_class,wazn_alignment:فِعَال
النَّفْسَ,النفس,12,نفس,فَعْل,open_class,wazn_alignment:فَعْل
الْأَسْمَاءُ,الأسماء,12,سمء,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْإِثْمِ,الإثم,12,إثم,فِعْل,open_class,wazn_alignment:فِعْل
الْبَاطِلَ,الباطل,12,بطل,فَاعِل,open_class,wazn_alignment:فَاعِل
الْبَيِّنَاتِ,البينات,12,بين,فَعِّل,open_class,wazn_alignment:فَعِّل
الْحَرَامَ,الحرام,12,حرام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْحَسَنَةِ,الحسنة,12,حسن,فَعَلَة,open_class,wazn_alignment:فَعَلَة
الْحَمِيدُ,الحميد,12,حمد,فَعِيل,open_class,wazn_alignment:فَعِيل
الْحَيَّ,الحي,12,إلح,فِعْل,open_class,wazn_alignment:فِعْل
الْحِكْمَةَ,الحكمة,12,حكم,فِعْلَة,open_class,wazn_alignment:فِعْلَة
الْخَلْقِ,الخلق,12,خلق,فَعْل,open_class,wazn_alignment:فَعْل
الْعِزَّةَ,العزة,12,عزة,فِعَّل,open_class,wazn_alignment:فِعَّل
الْعِلْمُ,العلم,12,علم,فِعْل,open_class,wazn_alignment:فِعْل
الْغَالِبِينَ,الغالبين,12,غلب,فَاعِل,open_class,wazn_alignment:فَاعِل
الْغَيْبَ,الغيب,12,غيب,فَعْل,open_class,wazn_alignment:فَعْل
الْفَائِزُونَ,الفائزون,12,فئز,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
الْفَاحِشَةَ,الفاحشة,12,فحش,فَاعِلَة,open_class,wazn_alignment:فَاعِلَة
الْفَضْلُ,الفضل,12,فضل,فَعْل,open_class,wazn_alignment:فَعْل
الْفِتْنَةَ,الفتنة,12,فتن,فِعْلَة,open_class,wazn_alignment:فِعْلَة
الْفِتْنَةِ,الفتنة,12,فتن,فِعْلَة,open_class,wazn_alignment:فِعْلَة
الْقَاعِدِينَ,القاعدين,12,قعد,فَاعِل,open_class,wazn_alignment:فَاعِل
الْقَتْلِ,القتل,12,قتل,فَعْل,open_class,wazn_alignment:فَعْل
الْقُدُسِ,القدس,12,قدس,فُعُل,open_class,wazn_alignment:فُعُل
الْكَيْلَ,الكيل,12,كيل,فَعْل,open_class,wazn_alignment:فَعْل
الْكُفْرَ,الكفر,12,كفر,فُعْل,open_class,wazn_alignment:فُعْل
الْمَشْأَمَةِ,المشأمة,12,شأم,مَفْعَلَة,open_class,wazn_alignment:مَفْعَلَة
الْمَشْرِقِ,المشرق,12,شرق,مَفْعِل,open_class,wazn_alignment:مَفْعِل
الْمُبْطِلُونَ,المبطلون,12,بطل,مُفْعِلُون,open_class,wazn_alignment:مُفْعِلُون
الْمُحْصَنَاتِ,المحصنات,12,حصن,مُفْعَل,open_class,wazn_alignment:مُفْعَل
الْمُعْتَدِينَ,المعتدين,12,عدي,افْتَعَل,open_class,wazn_alignment:مُفْتَعِل
الْمُقَرَّبُونَ,المقربون,12,قرب,مُفَعَّل,open_class,wazn_alignment:مُفَعَّل
الْمُقَرَّبِينَ,المقربين,12,قرب,مُفَعَّل,open_class,wazn_alignment:مُفَعَّل
الْمُمْتَرِينَ,الممترين,12,مري,افْتَعَل,open_class,wazn_alignment:مُفْتَعِل
الْوَاحِدُ,الواحد,12,وحد,فَاعِل,open_class,wazn_alignment:فَاعِل
الْيَقِينِ,اليقين,12,يقن,فَعِيل,open_class,wazn_alignment:فَعِيل
بَأْسُنَا,بأسنا,12,بأس,فَعْل,open_class,wazn_alignment:فَعْل
بَعِيدَاً,بعيدا,12,بعد,فَعِيل,open_class,wazn_alignment:فَعِيل
بَعْضَكُمْ,بعضكم,12,بعض,فَعْل,open_class,wazn_alignment:فَعْل
بَعْضُ,بعض,12,بعض,فَعْل,open_class,wazn_alignment:فَعْل
بَغْيَاً,بغيا,12,بغي,فَعْل,open_class,wazn_alignment:فَعْل
تَأْتِيَهُمْ,تأتيهم,12,أتي,تَفْعِل,open_class,wazn_alignment:تَفْعِل
تَابَ,تاب,12,توب,فَالَ,open_class,wazn_alignment:فَالَ
تَجِدُ,تجد,12,تجد,فَعل,open_class,wazn_alignment:فَعل
تَحْكُمُونَ,تحكمون,12,حكم,تَفْعُلُونَ,open_class,wazn_alignment:تَفْعُلُونَ
تَرَكَ,ترك,12,ترك,فَعَل,open_class,wazn_alignment:فَعَل
تَرَوْهَا,تروها,12,تره,فَعَوْل,open_class,wazn_alignment:فَعَوْل
تَزْعُمُونَ,تزعمون,12,زعم,تَفْعُلُونَ,open_class,wazn_alignment:تَفْعُلُونَ
تَسْأَلُهُمْ,تسألهم,12,سأل,تَفْعَل,open_class,wazn_alignment:تَفْعَل
تَشْعُرُونَ,تشعرون,12,شعر,تَفْعُلُونَ,open_class,wazn_alignment:تَفْعُلُونَ
تَعِدُنَا,تعدنا,12,تعد,فَعل,open_class,wazn_alignment:فَعل
تَعْدِلُوا,تعدلوا,12,عدل,تَفْعِل,open_class,wazn_alignment:تَفْعِل
تَقُولَ,تقول,12,تقل,فَعُول,open_class,wazn_alignment:فَعُول
تَكْسِبُونَ,تكسبون,12,كسب,تَفْعِلُونَ,open_class,wazn_alignment:تَفْعِلُونَ
تَكْفُرُوا,تكفروا,12,كفر,تَفْعُل,open_class,wazn_alignment:تَفْعُل
تَلْبَسُونَهَا,تلبسونها,12,لبس,تَفْعَلُونَ,open_class,wazn_alignment:تَفْعَلُونَ
تَمَسُّوهَا,تمسوها,12,مسو,تَفَعُّل,open_class,wazn_alignment:تَفَعُّل
تَمَسُّوهُنَّ,تمسوهن,12,مسو,تَفَعُّل,open_class,wazn_alignment:تَفَعُّل
تُؤْفَكُونَ,تؤفكون,12,ؤفك,تُفْعَل,open_class,wazn_alignment:تُفْعَل
تُبْدُوا,تبدوا,12,بدو,تُفْعُل,open_class,wazn_alignment:تُفْعُل
تُخْفُوهُ,تخفوه,12,خفو,تُفْعُل,open_class,wazn_alignment:تُفْعُل
تُرْجَعُ,ترجع,12,رجع,تُفْعَل,open_class,wazn_alignment:تُفْعَل
تُظْلَمُونَ,تظلمون,12,ظلم,تُفْعَل,open_class,wazn_alignment:تُفْعَل
تُفْسِدُوا,تفسدوا,12,فسد,تُفْعِل,open_class,wazn_alignment:تُفْعِل
جَاءَتْكُمْ,جاءتكم,12,جوء,فَالَتْ,open_class,wazn_alignment:فَالَتْ
جَاءَنَا,جاءنا,12,جءن,فَأَعل,open_class,wazn_alignment:فَأَعل
جَاءُوا,جاءوا,12,جوء,فَالُوا,open_class,wazn_alignment:فَالُوا
جَدِيدٍ,جديد,12,جدد,فَعِيل,open_class,wazn_alignment:فَعِيل
جَعَلَكُمْ,جعلكم,12,جعل,فَعَل,open_class,wazn_alignment:فَعَل
جِئْتُكُمْ,جئتكم,12,جئت,فِعْل,open_class,wazn_alignment:فِعْل
حَبِطَتْ,حبطت,12,حبط,فَعل,open_class,wazn_alignment:فَعل
حَرَّمْنَا,حرمنا,12,حرم,فَعَّل,open_class,wazn_alignment:فَعَّل
حَيَاتُنَا,حياتنا,12,حيا,فَعَل,open_class,wazn_alignment:فَعَل
حُدُودَ,حدود,12,حدد,فُعُول,open_class,wazn_alignment:فُعُول
حُدُودُ,حدود,12,حدد,فُعُول,open_class,wazn_alignment:فُعُول
حِينَ,حين,12,حين,فِعَل,open_class,wazn_alignment:فِعَل
خَلَقْنَاهُ,خلقناه,12,خلق,فَعَلْنَا,open_class,wazn_alignment:فَعَلْنَا
خَلْفِهِ,خلفه,12,خلف,فَعْلِهِ,open_class,wazn_alignment:فَعْلِهِ
رَأَوْا,رأوا,12,روا,فَأَعْل,open_class,wazn_alignment:فَأَعْل
رَأَيْتَهُمْ,رأيتهم,12,ريت,فَأَعْل,open_class,wazn_alignment:فَأَعْل
رَحْمَتِنَا,رحمتنا,12,رحم,فَعْل,open_class,wazn_alignment:فَعْل
زَعَمْتُمْ,زعمتم,12,زعم,فَعَل,open_class,wazn_alignment:فَعَل
سَمِعُوا,سمعوا,12,سمع,فَعِلُوا,open_class,wazn_alignment:فَعِلُوا
سَمَّيْتُمُوهَا,سميتموها,12,سمو,فَعَّيْتُمُل,open_class,wazn_alignment:فَعَّيْتُمُل
سُوءَاً,سوءا,12,سوء,فُعِل,open_class,wazn_alignment:فُعِل
سِحْرٌ,سحر,12,سحر,فِعْلٍ,open_class,wazn_alignment:فِعْلٍ
سِرَّاً,سرا,12,سرر,فِعَّ,open_class,wazn_alignment:فِعَّ
شِيعَتِهِ,شيعته,12,شعت,فِيعَل,open_class,wazn_alignment:فِيعَل
ضَرَبَ,ضرب,12,ضرب,فَعَل,open_class,wazn_alignment:فَعَل
ضَلَالَاً,ضلالا,12,ضلال,فَفَعَل,open_class,wazn_alignment:فَفَعَل
طَيِّبَاتِ,طيبات,12,طيب,فَعِّل,open_class,wazn_alignment:فَعِّل
طَيِّبَاً,طيبا,12,طيب,فَعِّل,open_class,wazn_alignment:فَعِّل
عَلِمْنَا,علمنا,12,علم,فَعل,open_class,wazn_alignment:فَعل
عِلْمُهَا,علمها,12,علم,فِعْل,open_class,wazn_alignment:فِعْل
عِنْدِي,عندي,12,عند,فِعْل,open_class,wazn_alignment:فِعْل
عِيسَى,عيسى,12,عسى,فِيعَل,open_class,wazn_alignment:فِيعَل
غَافِلُونَ,غافلون,12,غفل,فَاعِلُون,open_class,wazn_alignment:فَاعِلُون
فَاسِقِينَ,فاسقين,12,فسق,فَاعِل,open_class,wazn_alignment:فَاعِل
فَاعِلِينَ,فاعلين,12,فعل,فَاعِل,open_class,wazn_alignment:فَاعِل
فَوْقَهُمْ,فوقهم,12,فوق,فَعْل,open_class,wazn_alignment:فَعْل
فَوْقِهِمْ,فوقهم,12,فوق,فَعْل,open_class,wazn_alignment:فَعْل
قَدِيرَاً,قديرا,12,قدر,فَعِيل,open_class,wazn_alignment:فَعِيل
قَرْضَاً,قرضا,12,قرض,فَعْل,open_class,wazn_alignment:فَعْل
قَوْلُهُمْ,قولهم,12,قول,فَعْل,open_class,wazn_alignment:فَعْل
كَانَتَا,كانتا,12,كون,فَالَتَا,open_class,wazn_alignment:فَالَتَا
كَثِيرَةً,كثيرة,12,كثر,فَعِيلَة,open_class,wazn_alignment:فَعِيلَة
كَثِيرَةٌ,كثيرة,12,كثر,فَعِيلَة,open_class,wazn_alignment:فَعِيلَة
كَذَّبُونِ,كذبون,12,ذبن,فَّعُول,open_class,wazn_alignment:فَّعُول
كَرِيمٌ,كريم,12,كرم,فَعِيل,open_class,wazn_alignment:فَعِيل
كَفَرْتُمْ,كفرتم,12,كفر,فَعَل,open_class,wazn_alignment:فَعَل
كَلِمَةٌ,كلمة,12,لمة,فِعَل,open_class,wazn_alignment:فِعَل
كَيْدَاً,كيدا,12,كيد,فَعْل,open_class,wazn_alignment:فَعْل
مَسَّنِيَ,مسني,12,مسن,فَعَّل,open_class,wazn_alignment:فَعَّل
مَسَّهُ,مسه,12,مسه,فَعَّل,open_class,wazn_alignment:فَعَّل
مَعَنَا,معنا,12,معن,فَعَل,open_class,wazn_alignment:فَعَل
مَعْرُوفَاً,معروفا,12,عرف,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَفْعُولَاً,مفعولا,12,فعل,مَفْعُول,open_class,wazn_alignment:مَفْعُول
مَكَانَتِكُمْ,مكانتكم,12,مكنت,فَفَاعَل,open_class,wazn_alignment:فَفَاعَل
مَوَازِينُهُ,موازينه,12,وزن,مَفَاعِيل,open_class,wazn_alignment:مَفَاعِيل
مُؤْمِنَةٍ,مؤمنة,12,ؤمن,مُفْعِلَة,open_class,wazn_alignment:مُفْعِلَة
مُؤْمِنُونَ,مؤمنون,12,ؤمن,مُفْعِلُون,open_class,wazn_alignment:مُفْعِلُون
مُحِيطٌ,محيط,12,محط,فُعِيل,open_class,wazn_alignment:فُعِيل
مُدْبِرِينَ,مدبرين,12,دبر,مُفْعِلِين,open_class,wazn_alignment:مُفْعِلِين
مِثْلُكُمْ,مثلكم,12,مثل,فِعْل,open_class,wazn_alignment:فِعْل
نَرَى,نرى,12,نرى,فَعَل,open_class,wazn_alignment:فَعَل
نَزَّلَ,نزل,12,نزل,فَعَّل,open_class,wazn_alignment:فَعَّل
نَزَّلْنَا,نزلنا,12,نزل,فَعَّل,open_class,wazn_alignment:فَعَّل
نَعِدُهُمْ,نعدهم,12,نعد,فَعل,open_class,wazn_alignment:فَعل
نِعْمَتَهُ,نعمته,12,نعم,فِعْل,open_class,wazn_alignment:فِعْل
هَوَاهُ,هواه,12,هوو,فَعَاهُ,open_class,wazn_alignment:فَعَاهُ
هُودَاً,هودا,12,هود,فُعِل,open_class,wazn_alignment:فُعِل
وَاحِدٍ,واحد,12,وحد,فَاعِل,open_class,wazn_alignment:فَاعِل
وَحْدَهُ,وحده,12,وحد,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
وَعْدَهُ,وعده,12,وعد,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
يَأْتُونَ,يأتون,12,أتو,يَفْعُونَ,open_class,wazn_alignment:يَفْعُونَ
يَأْتِيهِ,يأتيه,12,أتي,يَفْعِي,open_class,wazn_alignment:يَفْعِي
يَأْتِيَنَّكُمْ,يأتينكم,12,أتي,يَفْعِي,open_class,wazn_alignment:يَفْعِي
يَأْتِيَهُمْ,يأتيهم,12,أتي,يَفْعِي,open_class,wazn_alignment:يَفْعِي
يَأْمُرُكُمْ,يأمركم,12,أمر,يَفْعُل,open_class,wazn_alignment:يَفْعُل
يَبْدَأُ,يبدأ,12,بدأ,يَفْعَل,open_class,wazn_alignment:يَفْعَل
يَبْغُونَ,يبغون,12,بغو,يَفْعُونَ,open_class,wazn_alignment:يَفْعُونَ
يَجْرِمَنَّكُمْ,يجرمنكم,12,جرم,يَفْعِل,open_class,wazn_alignment:يَفْعِل
يَجْعَلْ,يجعل,12,جعل,يَفْعَلْ,open_class,wazn_alignment:يَفْعَلْ
يَحِلُّ,يحل,12,حلل,يَفِعُّ,open_class,wazn_alignment:يَفِعُّ
يَحْسَبُونَ,يحسبون,12,حسب,يَفْعَلُونَ,open_class,wazn_alignment:يَفْعَلُونَ
يَحْكُمُونَ,يحكمون,12,حكم,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَخُوضُوا,يخوضوا,12,خضو,يَفُولُوا,open_class,wazn_alignment:يَفُولُوا
يَخْتَصِمُونَ,يختصمون,12,خصم,افْتَعَل,open_class,wazn_alignment:يَفْتَعِل
يَخْشَى,يخشى,12,خشي,يَفْعَى,open_class,wazn_alignment:يَفْعَى
يَدْعُوكُمْ,يدعوكم,12,دعو,يَفْعُو,open_class,wazn_alignment:يَفْعُو
يَرُدُّوكُمْ,يردوكم,12,ردو,يَفُعُّل,open_class,wazn_alignment:يَفُعُّل
يَسَّرْنَا,يسرنا,12,يسر,فَعَّل,open_class,wazn_alignment:فَعَّل
يَسْعَى,يسعى,12,سعي,يَفْعَى,open_class,wazn_alignment:يَفْعَى
يَشْتَرُونَ,يشترون,12,شتر,يَفْعَلُونَ,open_class,wazn_alignment:يَفْعَلُونَ
يَشْهَدُونَ,يشهدون,12,شهد,يَفْعَلُونَ,open_class,wazn_alignment:يَفْعَلُونَ
يَضِلُّ,يضل,12,ضلل,يَفِعُّ,open_class,wazn_alignment:يَفِعُّ
يَعْرِفُونَهُ,يعرفونه,12,عرف,يَفْعِلُونَ,open_class,wazn_alignment:يَفْعِلُونَ
يَغْفِرَ,يغفر,12,غفر,يَفْعِل,open_class,wazn_alignment:يَفْعِل
يَغْلِبُوا,يغلبوا,12,غلب,يَفْعِل,open_class,wazn_alignment:يَفْعِل
يَفْقَهُوهُ,يفقهوه,12,يفق,فَعْلَهُ,open_class,wazn_alignment:فَعْلَهُ
يَكَادُ,يكاد,12,كود,يَفَالُ,open_class,wazn_alignment:يَفَالُ
يَمْشِي,يمشي,12,مشي,يَفْعِي,open_class,wazn_alignment:يَفْعِي
يَنْبَغِي,ينبغي,12,نبغ,يَفْعَل,open_class,wazn_alignment:يَفْعَل
يَنْصُرُونَهُ,ينصرونه,12,نصر,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَنْصُرُونَهُمْ,ينصرونهم,12,نصر,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَنْفَعُهُمْ,ينفعهم,12,نفع,يَفْعَل,open_class,wazn_alignment:يَفْعَل
يَنْقُضُونَ,ينقضون,12,نقض,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَهْدُونَ,يهدون,12,هدو,يَفْعُونَ,open_class,wazn_alignment:يَفْعُونَ
يُؤْمِنْ,يؤمن,12,ؤمن,يُفْعِلْ,open_class,wazn_alignment:يُفْعِلْ
يُحِبُّونَ,يحبون,12,حبب,يُفِعُّ,open_class,wazn_alignment:يُفِعُّ
يُدْخِلْهُ,يدخله,12,دخل,يُفْعِل,open_class,wazn_alignment:يُفْعِل
يُذْهِبْكُمْ,يذهبكم,12,ذهب,يُفْعِل,open_class,wazn_alignment:يُفْعِل
يُسَبِّحُ,يسبح,12,سبح,يُفَعِّل,open_class,wazn_alignment:يُفَعِّل
يُسِرُّونَ,يسرون,12,سرر,يُفِعُّ,open_class,wazn_alignment:يُفِعُّ
يُسْرَاً,يسرا,12,يسر,فُعْل,open_class,wazn_alignment:فُعْل
يُطِعِ,يطع,12,يطع,فُعِل,open_class,wazn_alignment:فُعِل
يُعْرَضُونَ,يعرضون,12,عرض,يُفْعَل,open_class,wazn_alignment:يُفْعَل
يُقِيمُونَ,يقيمون,12,قمو,يُفِيعُل,open_class,wazn_alignment:يُفِيعُل
يُكَذِّبُوكَ,يكذبوك,12,كذب,يُفَعِّل,open_class,wazn_alignment:يُفَعِّل
يُلَقَّاهَا,يلقاها,12,لقا,يُفَعَّل,open_class,wazn_alignment:يُفَعَّل
يُمِيتُكُمْ,يميتكم,12,ميت,يُفعِل,open_class,wazn_alignment:يُفعِل
يُنَادِيهِمْ,يناديهم,12,ندي,يُفَاعِل,open_class,wazn_alignment:يُفَاعِل
آتِيكُمْ,آتيكم,11,ءتي,فَاعِل,open_class,wazn_alignment:فَاعِل
تُنْصَرُونَ,تنصرون,11,نصر,تُفْعَل,open_class,wazn_alignment:تُفْعَل
دَاوُودَ,داوود,11,دود,فَاعُول,open_class,wazn_alignment:فَاعُول
شَيْءٌ,شيء,11,شيء,فَعْل,open_class,wazn_alignment:فَعْل
عِلْمٌ,علم,11,علم,فِعْلٍ,open_class,wazn_alignment:فِعْلٍ
فَضْلُ,فضل,11,فضل,فَعْل,open_class,wazn_alignment:فَعْل
قُتِلَ,قتل,11,قتل,فُعِل,open_class,wazn_alignment:فُعِل
يَأْمُرُونَ,يأمرون,11,أمر,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَخْرُصُونَ,يخرصون,11,خرص,يَفْعُلُونَ,open_class,wazn_alignment:يَفْعُلُونَ
يَسْتَقْدِمُونَ,يستقدمون,11,قدم,يَسْتَفْعِل,open_class,wazn_alignment:يَسْتَفْعِل
يُؤْتُونَ,يؤتون,11,يؤت,فُعْل,open_class,wazn_alignment:فُعْل
يُحَلَّوْنَ,يحلون,11,حلو,يُفَعَّل,open_class,wazn_alignment:يُفَعَّل
يُحْشَرُونَ,يحشرون,11,حشر,يُفْعَل,open_class,wazn_alignment:يُفْعَل
يُخْلَقُونَ,يخلقون,11,خلق,يُفْعَل,open_class,wazn_alignment:يُفْعَل
آتَاكُمْ,آتاكم,10,ءوت,فَالَا,open_class,wazn_alignment:فَالَا
آتَاهُمُ,آتاهم,10,ءوت,فَالَا,open_class,wazn_alignment:فَالَا
آخَرَ,آخر,10,اخر,أَفَعَل,open_class,wazn_alignment:أَفَعَل
أَبْصَارُهُمْ,أبصارهم,10,بصر,أَفْعَال,open_class,wazn_alignment:أَفْعَال
أَتَاهُمْ,أتاهم,10,أتا,فَعَل,open_class,wazn_alignment:فَعَل
أَتَّبِعُ,أتبع,10,أبع,افْتَعَل,open_class,wazn_alignment:فَتَّعِل
أَحْسَنُوا,أحسنوا,10,حسن,أَفْعَل,open_class,wazn_alignment:أَفْعَل
أَرَانِي,أراني,10,ران,أَفَعُل,open_class,wazn_alignment:أَفَعُل
أَرَى,أرى,10,أرى,فَعَل,open_class,wazn_alignment:فَعَل
أَرُونِي,أروني,10,أرن,فَعُول,open_class,wazn_alignment:فَعُول
أَصَابَ,أصاب,10,صاب,أَفَعُل,open_class,wazn_alignment:أَفَعُل
أَطِيعُوا,أطيعوا,10,طيع,أَفعِل,open_class,wazn_alignment:أَفعِل
أَعْبُدَ,أعبد,10,عبد,أَفْعُل,open_class,wazn_alignment:أَفْعُل
أَمْرَهُمْ,أمرهم,10,أمر,فَعْل,open_class,wazn_alignment:فَعْل
أَمْرِنَا,أمرنا,10,مرن,أَفْعِل,open_class,wazn_alignment:أَفْعِل
أَمْلِكُ,أملك,10,ملك,أَفْعِل,open_class,wazn_alignment:أَفْعِل
أَنْشَأَكُمْ,أنشأكم,10,نشو,أَفْعَاكُمْ,open_class,wazn_alignment:أَفْعَاكُمْ
أَوْفُوا,أوفوا,10,وفو,أَفْعُل,open_class,wazn_alignment:أَفْعُل
أُمِرْتُ,أمرت,10,مرت,أُفِعْل,open_class,wazn_alignment:أُفِعْل
أُنْزِلَتْ,أنزلت,10,نزل,أُفْعِل,open_class,wazn_alignment:أُفْعِل
أُوتِيتُمْ,أوتيتم,10,أتي,فُوعِل,open_class,wazn_alignment:فُوعِل
