sentence_id,sentence,position,token,word_class,case,mark,role,root,wazn,closed_class_kind,case_source,role_source,word_class_source,notes
32,هَيَّا نَاسِيًا نِعْمَةَ اللَّهِ,3,اللَّهِ,JALALAH,مَجْرُور,كسرة,مضاف إليه مجرور,ءله,,,jalalah_ending: ending:كسرة → مجرور,mudaf_ilayh,jalalah_lexical,
33,أَيَّ تَائِبًا إِلَى رَبِّهِ,0,أَيَّ,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ (مشدد)
33,أَيَّ تَائِبًا إِلَى رَبِّهِ,1,تَائِبًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,توب,فَائِلًا,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَائِلًا,
33,أَيَّ تَائِبًا إِلَى رَبِّهِ,2,إِلَى,HARF,مَبْنِي,,حرف جر,,,HARF_JARR,layer1:HARF_is_mabni,harf_kind:HARF_JARR,closed_class:HARF_JARR,مَبْنِي عَلَى الْفَتْحِ
33,أَيَّ تَائِبًا إِلَى رَبِّهِ,3,رَبِّهِ,JAMID,مَجْرُور,كسرة,اسم مجرور,,,,ism+prev_HARF_JARR(إِلَى),after_HARF_JARR(إِلَى),jamid_detector,
34,أَعْبُدِ اللَّهَ,0,أَعْبُدِ,FIIL,مَرْفُوع,ضمة,فعل مضارع,عبد,أَفْعُل,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعُل,
34,أَعْبُدِ اللَّهَ,1,اللَّهَ,JALALAH,مَنْصُوب,فتحة,مفعول به منصوب,ءله,,,jalalah_ending: ending:فتحة → منصوب,mafool_bih_after_verb,jalalah_lexical,
35,يَجُوزُ لَكَ أَنْ تَنْصَرِفَ,0,يَجُوزُ,FIIL,مَرْفُوع,ضمة,فعل مضارع,يجز,فَعُول,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَعُول),
35,يَجُوزُ لَكَ أَنْ تَنْصَرِفَ,1,لَكَ,HARF,مَبْنِي,,حرف جر,,,HARF_JARR,layer1:HARF_is_mabni,harf_kind:HARF_JARR,closed_class:HARF_JARR,مَبْنِي عَلَى الْفَتْحِ
35,يَجُوزُ لَكَ أَنْ تَنْصَرِفَ,2,أَنْ,HARF,مَبْنِي,,حرف نصب,,,HARF_NASB,layer1:HARF_is_mabni,harf_kind:HARF_NASB,closed_class:HARF_NASB,مَبْنِي عَلَى السُّكُونِ
35,يَجُوزُ لَكَ أَنْ تَنْصَرِفَ,3,تَنْصَرِفَ,FIIL,مَنْصُوب,فتحة,فعل مضارع,نصرف,تَفْعَلِل,,IV+prev_HARF_NASB(أَنْ),fiil_aspect:IV,open_class+verbal_wazn:تَفْعَلِل,
36,لَنْ يَنْجَحَ الْكَسْلَانُ,0,لَنْ,HARF,مَبْنِي,,حرف نصب,,,HARF_NASB,layer1:HARF_is_mabni,harf_kind:HARF_NASB,closed_class:HARF_NASB,مَبْنِي عَلَى السُّكُونِ
36,لَنْ يَنْجَحَ الْكَسْلَانُ,1,يَنْجَحَ,FIIL,مَنْصُوب,فتحة,فعل مضارع,يجح,فَنْعَل,,IV+prev_HARF_NASB(لَنْ),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَنْعَل),
36,لَنْ يَنْجَحَ الْكَسْلَانُ,2,الْكَسْلَانُ,ISM_MUARAB,مَرْفُوع,ألف,فاعل مرفوع,كسل,فَعْلَان,,ending: ending:ان → مثنى مرفوع (ألف),faail_after_verb,open_class+nominal_wazn:فَعْلَان,
37,جِئْتُكَ كَيْ أَتَعَلَّمَ,0,جِئْتُكَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,جتك,فِئْعُل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فِئْعُل,
37,جِئْتُكَ كَيْ أَتَعَلَّمَ,1,كَيْ,HARF,مَبْنِي,,حرف نصب,,,HARF_NASB,layer1:HARF_is_mabni,harf_kind:HARF_NASB,closed_class:HARF_NASB,مَبْنِي عَلَى السُّكُونِ
37,جِئْتُكَ كَيْ أَتَعَلَّمَ,2,أَتَعَلَّمَ,FIIL,مَنْصُوب,فتحة,فعل مضارع,,,,IV+prev_HARF_NASB(كَيْ),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
38,إِذًا تُفْلِحَ,0,إِذًا,HARF,مَبْنِي,,حرف,,,HARF,layer1:HARF_is_mabni,harf_kind:HARF,closed_class:HARF,مَبْنِي
38,إِذًا تُفْلِحَ,1,تُفْلِحَ,FIIL,مَرْفُوع,ضمة,فعل مضارع,فلح,تُفْعِل,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تُفْعِل,
39,لَمْ يَكْتُبْ زَيْدٌ,0,لَمْ,HARF,مَبْنِي,,حرف جزم,,,HARF_JAZM,layer1:HARF_is_mabni,harf_kind:HARF_JAZM,closed_class:HARF_JAZM,مَبْنِي عَلَى السُّكُونِ
39,لَمْ يَكْتُبْ زَيْدٌ,1,يَكْتُبْ,FIIL,مَجْزُوم,سكون,فعل مضارع,كتب,يَفْعُلْ,,IV+prev_HARF_JAZM(لَمْ),fiil_aspect:IV,open_class+verbal_wazn:يَفْعُلْ,
39,لَمْ يَكْتُبْ زَيْدٌ,2,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,faail_after_verb,open_class+nominal_wazn:فَعْلٍ,
40,لَمَّا أَكْتُبْ,0,لَمَّا,HARF,مَبْنِي,,حرف جزم,,,HARF_JAZM,layer1:HARF_is_mabni,harf_kind:HARF_JAZM,closed_class:HARF_JAZM,مَبْنِي عَلَى الْفَتْحِ (مشدد)
40,لَمَّا أَكْتُبْ,1,أَكْتُبْ,FIIL,مَجْزُوم,سكون,فعل مضارع,كتب,أَفْعُلْ,,IV+prev_HARF_JAZM(لَمَّا),fiil_aspect:IV,open_class+verbal_wazn:أَفْعُلْ,
41,لِيَنْصُرْ,0,لِيَنْصُرْ,FIIL,مَبْنِي,,فعل ماضٍ,نصر,يَفْعُلْ,,PV:mabni_ala_sukoon (مع ضمير رفع),fiil_aspect:PV,open_class+verbal_wazn:يَفْعُلْ,
42,لَا تَضْرِبْ,0,لَا,HARF,مَبْنِي,,حرف جزم,,,HARF_JAZM,layer1:HARF_is_mabni,harf_kind:HARF_JAZM,closed_class:HARF_JAZM,مَبْنِي عَلَى الْفَتْحِ
42,لَا تَضْرِبْ,1,تَضْرِبْ,FIIL,مَجْزُوم,سكون,فعل مضارع,ضرب,تَفْعِلْ,,IV+prev_HARF_JAZM(لَا),fiil_aspect:IV,open_class+verbal_wazn:تَفْعِلْ,
43,إِنْ تَضْرِبْ أَضْرِبْ,0,إِنْ,HARF,مَبْنِي,,حرف,,,HARF,layer1:HARF_is_mabni,harf_kind:HARF,closed_class:HARF,مَبْنِي عَلَى السُّكُونِ
43,إِنْ تَضْرِبْ أَضْرِبْ,1,تَضْرِبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ضرب,تَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعِلْ,
43,إِنْ تَضْرِبْ أَضْرِبْ,2,أَضْرِبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ضرب,أَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعِلْ,
44,مَنْ يَرْحَمْ يُرْحَمْ,0,مَنْ,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى السُّكُونِ
44,مَنْ يَرْحَمْ يُرْحَمْ,1,يَرْحَمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,رحم,يَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:يَفْعَلْ,
44,مَنْ يَرْحَمْ يُرْحَمْ,2,يُرْحَمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,,,,IV:default_marfu (ضمة),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
45,مَا تَفْعَلْ أَفْعَلْ,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
45,مَا تَفْعَلْ أَفْعَلْ,1,تَفْعَلْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,فعل,تَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعَلْ,
45,مَا تَفْعَلْ أَفْعَلْ,2,أَفْعَلْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,فعل,افْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=افْعَلْ),
46,أَيَّا تَضْرِبْ أَضْرِبْهُ,0,أَيَّا,UNKNOWN,,,,—,—,,unknown_class+no_ending,,unhandled_status:closed_class,
46,أَيَّا تَضْرِبْ أَضْرِبْهُ,1,تَضْرِبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ضرب,تَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعِلْ,
46,أَيَّا تَضْرِبْ أَضْرِبْهُ,2,أَضْرِبْهُ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ضرب,أَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعِلْ,
47,مَتَى تَكْتُبْ أَكْتُبْ,0,مَتَى,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ
47,مَتَى تَكْتُبْ أَكْتُبْ,1,تَكْتُبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,كتب,تَفْعُلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعُلْ,
47,مَتَى تَكْتُبْ أَكْتُبْ,2,أَكْتُبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,كتب,أَفْعُلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعُلْ,
48,مَهْمَا تَكْتُبْ أَكْتُبْ,0,مَهْمَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ
48,مَهْمَا تَكْتُبْ أَكْتُبْ,1,تَكْتُبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,كتب,تَفْعُلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعُلْ,
48,مَهْمَا تَكْتُبْ أَكْتُبْ,2,أَكْتُبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,كتب,أَفْعُلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعُلْ,
49,أَيْنَمَا تَنْزِلْ أَنْزِلْ,0,أَيْنَمَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ
49,أَيْنَمَا تَنْزِلْ أَنْزِلْ,1,تَنْزِلْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,نزل,تَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعِلْ,
49,أَيْنَمَا تَنْزِلْ أَنْزِلْ,2,أَنْزِلْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,نزل,أَفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:أَفْعِلْ,
50,أَنَّى تَسْتَقِمْ تَرْبَحْ,0,أَنَّى,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ (مشدد)
50,أَنَّى تَسْتَقِمْ تَرْبَحْ,1,تَسْتَقِمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,,,,IV:default_marfu (ضمة),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
50,أَنَّى تَسْتَقِمْ تَرْبَحْ,2,تَرْبَحْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ربح,تَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعَلْ,
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,0,حَيْثُمَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,1,تَسْتَقِمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,,,,IV:default_marfu (ضمة),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,2,يَقْدَرْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,قدر,يَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:يَفْعَلْ,
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,3,لَكَ,HARF,مَبْنِي,,حرف جر,,,HARF_JARR,layer1:HARF_is_mabni,harf_kind:HARF_JARR,closed_class:HARF_JARR,مَبْنِي عَلَى الْفَتْحِ
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,4,اللَّهُ,JALALAH,مَرْفُوع,ضمة,اسم مجرور,ءله,,,jalalah_ending: ending:ضمة → مرفوع,after_HARF_JARR(لَكَ),jalalah_lexical,
51,حَيْثُمَا تَسْتَقِمْ يَقْدَرْ لَكَ اللَّهُ نَجَاحًا,5,نَجَاحًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,نجحا,فَفَاعَل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَفَاعَل,
52,إِذْمَا تَذْهَبْ أَذْهَبْ,0,إِذْمَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
52,إِذْمَا تَذْهَبْ أَذْهَبْ,1,تَذْهَبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ذهب,تَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعَلْ,
52,إِذْمَا تَذْهَبْ أَذْهَبْ,2,أَذْهَبْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,ذهب,افْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=افْعَلْ),
53,لَوْ تَقَدَّمْ تَنْجَحْ,0,لَوْ,HARF,مَبْنِي,,حرف,,,HARF,layer1:HARF_is_mabni,harf_kind:HARF,closed_class:HARF,مَبْنِي عَلَى السُّكُونِ
53,لَوْ تَقَدَّمْ تَنْجَحْ,1,تَقَدَّمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,,,,IV:default_marfu (ضمة),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
53,لَوْ تَقَدَّمْ تَنْجَحْ,2,تَنْجَحْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,نجح,تَفْعَلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تَفْعَلْ,
54,إِذَا تَتَعَلَّمْ تُفْلِحْ,0,إِذَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ
54,إِذَا تَتَعَلَّمْ تُفْلِحْ,1,تَتَعَلَّمْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,,,,IV:default_marfu (ضمة),fiil_aspect:IV,surface_heuristic:imperfect_prefix,
54,إِذَا تَتَعَلَّمْ تُفْلِحْ,2,تُفْلِحْ,FIIL,مَرْفُوع,ضمة,فعل مضارع,فلح,تُفْعِلْ,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+verbal_wazn:تُفْعِلْ,
55,رَأَيْتُ أَحَدَ عَشَرَ كَوْكَبًا,0,رَأَيْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
55,رَأَيْتُ أَحَدَ عَشَرَ كَوْكَبًا,1,أَحَدَ,FIIL,مَرْفُوع,ضمة,فعل مضارع,أحد,فَعل,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَعل),
55,رَأَيْتُ أَحَدَ عَشَرَ كَوْكَبًا,2,عَشَرَ,FIIL,مَبْنِي,,فعل ماضٍ,عشر,فَعل,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+surface_verb_heuristic (wazn=فَعل),
55,رَأَيْتُ أَحَدَ عَشَرَ كَوْكَبًا,3,كَوْكَبًا,JAMID,مَنْصُوب,فتحة,مفعول به منصوب,,,,ending: ending:تنوين فتح → منصوب,mafool_bih_after_verb,jamid_detector,
56,كَمْ دَارًا بَنَيْتَ؟,0,كَمْ,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى السُّكُونِ
56,كَمْ دَارًا بَنَيْتَ؟,1,دَارًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,دور,فَالَا,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَالَا,
56,كَمْ دَارًا بَنَيْتَ؟,2,بَنَيْتَ؟,FIIL,مَبْنِي,,فعل ماضٍ,يت؟,نَفْعَل,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:نَفْعَل,
57,كَأَيْنَ عَبْدًا مَلَكْتَ,0,كَأَيْنَ,UNKNOWN,مَجْرُور,ياء,,—,—,,unknown_class+ending: ending:ين → ياء (مجرور/منصوب — جمع مذكر سالم أو مثنى),,unhandled_status:closed_class,
57,كَأَيْنَ عَبْدًا مَلَكْتَ,1,عَبْدًا,JAMID,مَنْصُوب,فتحة,اسم منصوب,,,,ending: ending:تنوين فتح → منصوب,fallback_case_only,jamid_detector,
57,كَأَيْنَ عَبْدًا مَلَكْتَ,2,مَلَكْتَ,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,ملك,فَعل,,ending: ending:فتحة → منصوب,naat_agrees_prev,open_class+nominal_wazn:فَعل,
58,كَذَا وَكَذَا دِرْهَمًا مَلَكْتَ,0,كَذَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
58,كَذَا وَكَذَا دِرْهَمًا مَلَكْتَ,1,وَكَذَا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,وكذ,فَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَعل,
58,كَذَا وَكَذَا دِرْهَمًا مَلَكْتَ,2,دِرْهَمًا,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,در,فِل,,ending: ending:تنوين فتح → منصوب,naat_agrees_prev,open_class+nominal_wazn:فِل,
58,كَذَا وَكَذَا دِرْهَمًا مَلَكْتَ,3,مَلَكْتَ,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,ملك,فَعل,,ending: ending:فتحة → منصوب,naat_agrees_prev,open_class+nominal_wazn:فَعل,
59,مَلَكْتَ مِائَةَ دِرْهَمٍ,0,مَلَكْتَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,ملك,فَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَعل,
59,مَلَكْتَ مِائَةَ دِرْهَمٍ,1,مِائَةَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
59,مَلَكْتَ مِائَةَ دِرْهَمٍ,2,دِرْهَمٍ,ISM_MUARAB,مَجْرُور,كسرة,اسم مجرور,در,فِل,,ending: ending:تنوين كسر → مجرور,fallback_case_only,open_class+nominal_wazn:فِل,
60,رَأَيْتُ أَلْفَ رَجُلٍ,0,رَأَيْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
60,رَأَيْتُ أَلْفَ رَجُلٍ,1,أَلْفَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
60,رَأَيْتُ أَلْفَ رَجُلٍ,2,رَجُلٍ,JAMID,مَجْرُور,كسرة,اسم مجرور,,,,ending: ending:تنوين كسر → مجرور,fallback_case_only,jamid_detector,
61,مَلَكْتَ أَلْوَفَ دَرَاهِمَ,0,مَلَكْتَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,ملك,فَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَعل,
61,مَلَكْتَ أَلْوَفَ دَرَاهِمَ,1,أَلْوَفَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
61,مَلَكْتَ أَلْوَفَ دَرَاهِمَ,2,دَرَاهِمَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,درا,فَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَعل,
62,جَمَعْتُ مَلَايِينَ دِرْهَمٍ,0,جَمَعْتُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,جمع,فَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعل,
62,جَمَعْتُ مَلَايِينَ دِرْهَمٍ,1,مَلَايِينَ,UNKNOWN,مَجْرُور,ياء,,—,—,,unknown_class+ending: ending:ين → ياء (مجرور/منصوب — جمع مذكر سالم أو مثنى),,unhandled_status:closed_class,
62,جَمَعْتُ مَلَايِينَ دِرْهَمٍ,2,دِرْهَمٍ,ISM_MUARAB,مَجْرُور,كسرة,اسم مجرور,در,فِل,,ending: ending:تنوين كسر → مجرور,fallback_case_only,open_class+nominal_wazn:فِل,
63,أَيَّةَ كِتَابًا قَرَأْتَ؟,0,أَيَّةَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
63,أَيَّةَ كِتَابًا قَرَأْتَ؟,1,كِتَابًا,JAMID,مَنْصُوب,فتحة,اسم منصوب,,,,ending: ending:تنوين فتح → منصوب,fallback_case_only,jamid_detector,
63,أَيَّةَ كِتَابًا قَرَأْتَ؟,2,قَرَأْتَ؟,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,,,,ending: ending:فتحة → منصوب,naat_agrees_prev,no_match_default_ism,
64,كَيْتَ مَالًا جَمَعْتَ؟,0,كَيْتَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
64,كَيْتَ مَالًا جَمَعْتَ؟,1,مَالًا,JAMID,مَنْصُوب,فتحة,اسم منصوب,,,,ending: ending:تنوين فتح → منصوب,fallback_case_only,jamid_detector,
64,كَيْتَ مَالًا جَمَعْتَ؟,2,جَمَعْتَ؟,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,,,,ending: ending:فتحة → منصوب,naat_agrees_prev,no_match_default_ism,
65,جَاءَ ذُو مَالٍ كَثِيرٍ,0,جَاءَ,FIIL,مَبْنِي,,فعل ماضٍ,جوء,فَالَ,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:فَالَ,
65,جَاءَ ذُو مَالٍ كَثِيرٍ,1,ذُو,UNKNOWN,مَرْفُوع,ضمة,,—,—,,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
65,جَاءَ ذُو مَالٍ كَثِيرٍ,2,مَالٍ,JAMID,مَجْرُور,كسرة,اسم مجرور,,,,ending: ending:تنوين كسر → مجرور,fallback_case_only,jamid_detector,
65,جَاءَ ذُو مَالٍ كَثِيرٍ,3,كَثِيرٍ,ISM_MUARAB,مَجْرُور,كسرة,نعت مجرور,كثر,فَعِيل,,ending: ending:تنوين كسر → مجرور,naat_agrees_prev,open_class+nominal_wazn:فَعِيل,
66,يَا رَيْحَانُ رُوَيْدَ زَيْدًا,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
66,يَا رَيْحَانُ رُوَيْدَ زَيْدًا,1,رَيْحَانُ,ISM_MUARAB,مَرْفُوع,ألف,مبتدأ مرفوع,ريح,فَعْلَان,,ending: ending:ان → مثنى مرفوع (ألف),mubtada_first_marfu,open_class+nominal_wazn:فَعْلَان,
66,يَا رَيْحَانُ رُوَيْدَ زَيْدًا,2,رُوَيْدَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
66,يَا رَيْحَانُ رُوَيْدَ زَيْدًا,3,زَيْدًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,زدا,فَيْعِل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَيْعِل,
67,يَا وَلَدَانِ بَلْهَ بَسِيطًا,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
67,يَا وَلَدَانِ بَلْهَ بَسِيطًا,1,وَلَدَانِ,JAMID,مَرْفُوع,ألف,مبتدأ مرفوع,,,,ending: ending:ان → مثنى مرفوع (ألف),mubtada_first_marfu,jamid_detector,
67,يَا وَلَدَانِ بَلْهَ بَسِيطًا,2,بَلْهَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
67,يَا وَلَدَانِ بَلْهَ بَسِيطًا,3,بَسِيطًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,بسط,فَعِيل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَعِيل,
68,يَا بَسِيطُ دُونَكَ الْكِتَابَ,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
