root,word,count,wazn,wazn_canonical,morph_type,root_audited,wazn_in_db
برر,الْبَرُّ,1,الْفَعْلُ,الْفَعْل,noun,false,true
برر,الْبَرِّ,12,الْفَعْلِ,الْفَعْل,noun,false,true
برر,الْبِرَّ,4,الْفِعْلَ,الْفِعْل,noun,false,true
برر,الْبِرُّ,1,الْفِعْلُ,الْفِعْل,noun,false,true
برر,الْبِرِّ,1,الْفِعْلِ,الْفِعْل,noun,false,true
برر,بَرَرَةٍ,1,فَعَلَةٍ,فَعَلَة,noun,false,true
برر,بِالْبِرِّ,2,فِالْبِعْلِ,فِالْبِعْل,noun,false,false
برر,تَبَرُّوا,1,تَفَعْلُوا,تَفَعْلُو,verb,false,false
برر,تَبَرُّوهُم,1,تَفَعْلُوهُم,تَفَعْلُو,verb,false,false
برر,لِلأَبْرَارِ,1,لِلأَفْعَالِ,لِلأَفْعَال,verb,false,true
برر,وَبَرًّا,2,وَفَعْلًا,وَفَعْل,noun,false,true
برز,بَارِزَةً,1,فَاعِلَةً,فَاعِلَة,noun,false,true
برز,بَارِزُونَ,1,فَاعِلُونَ,فَاعِل,noun,false,true
برز,بَرَزُوا,2,فَعَلُوا,فَعَلُو,verb,false,false
برز,لَبَرَزَ,1,لَفَعَلَ,لَفَعَل,verb,false,true
برز,وَبَرَزُوا,2,وَفَعَلُوا,وَفَعَلُو,verb,false,false
برز,وَبُرِّزَتِ,2,وَفُعِّلَتِ,وَفُعِّلَت,verb,false,false
برزخ,بَرْزَخًا,1,فَعْلَلًا,فَعْلَل,noun,false,true
برزخ,بَرْزَخٌ,2,فَعْلَلٌ,فَعْلَل,noun,false,true
برص,وَالأَبْرَصَ,2,وَالأَفْعَلَ,وَالأَفْعَل,verb,false,true
برق,إِسْتَبْرَقٍ,1,إِسْتَفْعَلٍ,إِسْتَفْعَل,verb,false,false
برق,الْبَرْقَ,2,الْفَعْلَ,الْفَعْل,noun,false,true
برق,الْبَرْقُ,1,الْفَعْلُ,الْفَعْل,noun,false,true
برق,بَرِقَ,1,فَعِلَ,فَعِل,verb,false,true
برق,بَرْقِهِ,1,فَعْلِهِ,فَعْل,noun,false,true
برق,وَأَبَارِيقَ,1,وَأَفَاعِيلَ,وَأَفَاعِيل,verb,false,true
برق,وَإِسْتَبْرَقٌ,1,وَإِسْتَفْعَلٌ,وَإِسْتَفْعَل,verb,false,false
برق,وَإِسْتَبْرَقٍ,2,وَإِسْتَفْعَلٍ,وَإِسْتَفْعَل,verb,false,false
برق,وَبَرْقٌ,1,وَفَعْلٌ,وَفَعْل,noun,false,true
برك,الْمُبَارَكَةِ,1,الْمُفَاعَلَةِ,الْمُفَاعَلَة,noun,false,true
برك,بَارَكْنَا,5,فَاعَلْنَا,فَاعَل,verb,false,true
برك,بَرَكَاتٍ,1,فَعَلَاتٍ,فَعَل,noun,false,true
برك,بُورِكَ,1,فُوعِلَ,فُوعِل,noun,false,false
برك,تَبَارَكَ,6,تَفَاعَلَ,تَفَاعَل,verb,false,true
برك,فَتَبَارَكَ,2,فَتَفَاعَلَ,فَتَفَاعَل,verb,false,true
برك,مُبَارَكًا,4,مُفَاعَلًا,مُفَاعَل,noun,false,true
برك,مُبَارَكٌ,4,مُفَاعَلٌ,مُفَاعَل,noun,false,true
برك,مُبَارَكَةً,1,مُفَاعَلَةً,مُفَاعَلَة,noun,false,true
برك,مُبَارَكَةٍ,2,مُفَاعَلَةٍ,مُفَاعَلَة,noun,false,true
برك,وَبَارَكَ,1,وَفَاعَلَ,وَفَاعَل,verb,false,true
برك,وَبَارَكْنَا,1,وَفَاعَلْنَا,وَفَاعَل,verb,false,true
برك,وَبَرَكَاتٍ,1,وَفَعَلَاتٍ,وَفَعَل,noun,false,true
برك,وَبَرَكَاتُهُ,1,وَفَعَلَاتُهُ,وَفَعَل,noun,false,true
برك,وَتَبَارَكَ,1,وَتَفَاعَلَ,وَتَفَاعَل,verb,false,true
برم,أَبْرَمُوا,1,أَفْعَلُوا,أَفْعَلُو,verb,false,false
برم,مُبْرِمُونَ,1,مُفْعِلُونَ,مُفْعِل,noun,false,true
برهن,بُرْهَانٌ,1,فُعْلَالٌ,فُعْلَال,noun,false,true
برهن,بُرْهَانَ,2,فُعْلَالَ,فُعْلَال,noun,false,true
برهن,بُرْهَانَانِ,1,فُعْلَالَانِ,فُعْلَال,noun,false,true
برهن,بُرْهَانَكُم,4,فُعْلَالَكُم,فُعْلَال,noun,false,true
بزغ,بَازِغًا,1,فَاعِلًا,فَاعِل,noun,false,true
بزغ,بَازِغَةً,1,فَاعِلَةً,فَاعِلَة,noun,false,true
بسر,بَاسِرَةٌ,1,فَاعِلَةٌ,فَاعِلَة,noun,false,true
بسر,وَبَسَرَ,1,وَفَعَلَ,وَفَعَل,verb,false,true
بسس,بَسًّا,1,فَعْلًا,فَعْل,noun,false,true
بسس,وَبُسَّتِ,1,وَفُعْلَتِ,وَفُعْلَت,verb,false,false
بسط,الْبَسْطِ,1,الْفَعْلِ,الْفَعْل,noun,false,true
بسط,بَاسِطٌ,1,فَاعِلٌ,فَاعِل,noun,false,true
بسط,بَاسِطُوا,1,فَاعِلُوا,فَاعِلُو,verb,false,false
بسط,بَسَطتَ,1,فَعَلتَ,فَعَلت,verb,false,false
بسط,بَسَطَ,1,فَعَلَ,فَعَل,verb,false,true
بسط,بَسْطَةً,1,فَعْلَةً,فَعْلَة,noun,false,true
بسط,بِبَاسِطٍ,1,فِبَاعِلٍ,فِبَاعِل,noun,false,false
بسط,بِسَاطًا,1,فِعَالًا,فِعَال,noun,false,true
بسط,تَبْسُطْهَا,1,تَفْعُلْهَا,تَفْعُل,verb,false,true
بسط,فَيَبْسُطُهُ,1,فَيَفْعُلُهُ,فَيَفْعُل,verb,false,false
بسط,كَبَاسِطِ,1,كَفَاعِلِ,كَفَاعِل,noun,false,true
بسط,مَبْسُوطَتَانِ,1,مَفْعُولَتَانِ,مَفْعُولَت,noun,false,false
بسط,وَيَبْسُطُوا,1,وَيَفْعُلُوا,وَيَفْعُلُو,verb,false,false
بسط,يَبْسُطُ,9,يَفْعُلُ,يَفْعُل,verb,false,false
بسط,يَبْسُطُوا,1,يَفْعُلُوا,يَفْعُلُو,verb,false,false
بسق,بَاسِقَاتٍ,1,فَاعِلَاتٍ,فَاعِل,noun,false,true
بسل,أُبْسِلُوا,1,أُفْعِلُوا,أُفْعِلُو,verb,false,false
بسل,تُبْسَلَ,1,تُفْعَلَ,تُفْعَل,verb,false,true
بسم,فَتَبَسَّمَ,1,فَتَفَعَّلَ,فَتَفَعَّل,verb,false,true
بشر,أَبَشَرًا,1,أَفَعَلًا,أَفَعَل,verb,false,true
بشر,أَبَشَرٌ,1,أَفَعَلٌ,أَفَعَل,verb,false,true
بشر,أَبَشَّرْتُمُونِي,1,أَفَعَّلْتُمُونِي,أَفَعَّلْتُم,verb,false,false
بشر,الْبَشَرِ,2,الْفَعَلِ,الْفَعَل,noun,false,true
بشر,الْبَشِيرُ,1,الْفَعِيلُ,الْفَعِيل,noun,false,true
بشر,الْبُشْرَى,3,الْفُعْلَى,الْفُعْلَى,noun,false,true
بشر,بَاشِرُوهُنَّ,1,فَاعِلُوهُنَّ,فَاعِلُو,noun,false,false
بشر,بَشَرًا,9,فَعَلًا,فَعَل,noun,false,true
بشر,بَشَرٌ,15,فَعَلٌ,فَعَل,noun,false,true
بشر,بَشَرٍ,1,فَعَلٍ,فَعَل,noun,false,true
بشر,بَشِيرًا,4,فَعِيلًا,فَعِيل,noun,false,true
بشر,بَشِيرٌ,1,فَعِيلٌ,فَعِيل,noun,false,true
بشر,بَشِيرٍ,1,فَعِيلٍ,فَعِيل,noun,false,true
بشر,بَشَّرْنَاكَ,1,فَعَّلْنَاكَ,فَعَّلْن,verb,false,false
بشر,بَشِّرِ,1,فَعِّلِ,فَعِّل,noun,false,true
بشر,بُشِّرَ,3,فُعِّلَ,فُعِّل,verb,false,true
بشر,بُشْرًا,3,فُعْلًا,فُعْل,noun,false,true
بشر,بُشْرَاكُمُ,1,فُعْلَاكُمُ,فُعْل,noun,false,true
بشر,بُشْرَى,3,فُعْلَى,فُعْلَى,noun,false,true
بشر,بِالْبُشْرَى,2,فِالْبُعْلَى,فِالْبُعْلَى,noun,false,false
بشر,تُبَاشِرُوهُنَّ,1,تُفَاعِلُوهُنَّ,تُفَاعِلُو,verb,false,false
بشر,تُبَشِّرُونَ,1,تُفَعِّلُونَ,تُفَعِّل,verb,false,true
بشر,فَاسْتَبْشِرُوا,1,فَاسْتَفْعِلُوا,فَاسْتَفْعِلُو,verb,false,false
بشر,فَبَشَّرْنَاهَا,1,فَفَعَّلْنَاهَا,فَفَعَّلْن,verb,false,false
بشر,فَبَشَّرْنَاهُ,1,فَفَعَّلْنَاهُ,فَفَعَّلْن,verb,false,false
بشر,فَبَشِّر,1,فَفَعِّل,فَفَعِّل,noun,false,true
بشر,فَبَشِّرْهُ,3,فَفَعِّلْهُ,فَفَعِّل,noun,false,true
بشر,فَبَشِّرْهُم,3,فَفَعِّلْهُم,فَفَعِّل,noun,false,true
بشر,لِبَشَرٍ,4,لِفَعَلٍ,لِفَعَل,noun,false,true
بشر,لِبَشَرَيْنِ,1,لِفَعَلَيْنِ,لِفَعَل,noun,false,true
بشر,لِتُبَشِّرَ,1,لِتُفَعِّلَ,لِتُفَعِّل,verb,false,true
بشر,لِلْبَشَرِ,3,لِلْفَعَلِ,لِلْفَعَل,noun,false,true
بشر,مُبَشِّرًا,2,مُفَعِّلًا,مُفَعِّل,noun,false,true
بشر,مُبَشِّرَاتٍ,1,مُفَعِّلَاتٍ,مُفَعِّل,noun,false,true
بشر,مُبَشِّرِينَ,4,مُفَعِّلِينَ,مُفَعِّل,noun,false,true
بشر,مُسْتَبْشِرَةٌ,1,مُسْتَفْعِلَةٌ,مُسْتَفْعِلَة,noun,false,true
بشر,نُبَشِّرُكَ,2,نُفَعِّلُكَ,نُفَعِّل,verb,false,false
بشر,وَأَبْشِرُوا,1,وَأَفْعِلُوا,وَأَفْعِلُو,verb,false,false
بشر,وَبَشِيرٌ,2,وَفَعِيلٌ,وَفَعِيل,noun,false,true
بشر,وَبَشَّرُوهُ,1,وَفَعَّلُوهُ,وَفَعَّلُو,noun,false,false
بشر,وَبَشَّرْنَاهُ,1,وَفَعَّلْنَاهُ,وَفَعَّلْن,verb,false,false
بشر,وَبَشِّرِ,11,وَفَعِّلِ,وَفَعِّل,noun,false,true
بشر,وَبُشْرَى,5,وَفُعْلَى,وَفُعْلَى,noun,false,true
بشر,وَمُبَشِّرًا,3,وَمُفَعِّلًا,وَمُفَعِّل,noun,false,true
بصر,أَبْصَارَهُم,2,أَفْعَالَهُم,أَفْعَال,verb,false,true
بصر,أَبْصَارُ,1,أَفْعَالُ,أَفْعَال,verb,false,true
بصر,أَبْصَارُكُم,1,أَفْعَالُكُم,أَفْعَال,verb,false,true
بصر,أَبْصَارُنَا,1,أَفْعَالُنَا,أَفْعَال,verb,false,true
بصر,أَبْصَارُهَا,1,أَفْعَالُهَا,أَفْعَال,verb,false,true
بصر,أَبْصَارُهُم,5,أَفْعَالُهُم,أَفْعَال,verb,false,true
بصر,أَبْصَارِهِم,2,أَفْعَالِهِم,أَفْعَال,verb,false,true
بصر,أَبْصَارِهِنَّ,1,أَفْعَالِهِنَّ,أَفْعَال,verb,false,true
بصر,أَبْصَرَ,1,أَفْعَلَ,أَفْعَل,verb,false,true
بصر,أَبْصَرْنَا,1,أَفْعَلْنَا,أَفْعَل,verb,false,true
بصر,أَبْصِر,1,أَفْعِل,أَفْعِل,verb,false,true
بصر,الأَبْصَارَ,1,الأَفْعَالَ,الأَفْعَال,verb,false,true
بصر,الأَبْصَارُ,5,الأَفْعَالُ,الأَفْعَال,verb,false,true
بصر,الأَبْصَارِ,3,الأَفْعَالِ,الأَفْعَال,verb,false,true
بصر,الْبَصَرَ,2,الْفَعَلَ,الْفَعَل,verb,false,true
بصر,الْبَصَرُ,3,الْفَعَلُ,الْفَعَل,noun,false,true
بصر,الْبَصَرِ,1,الْفَعَلِ,الْفَعَل,noun,false,true
بصر,الْبَصِيرُ,4,الْفَعِيلُ,الْفَعِيل,noun,false,true
بصر,بَصَائِرَ,2,فَعَائِلَ,فَعَائِل,noun,false,true
بصر,بَصَائِرُ,3,فَعَائِلُ,فَعَائِل,noun,false,true
بصر,بَصَرِهِ,1,فَعَلِهِ,فَعَل,noun,false,true
بصر,بَصُرْتُ,1,فَعُلْتُ,فَعُلْت,verb,false,false
بصر,بَصِيرًا,15,فَعِيلًا,فَعِيل,noun,false,true
بصر,بَصِيرٌ,27,فَعِيلٌ,فَعِيل,noun,false,true
بصر,بَصِيرَةٌ,1,فَعِيلَةٌ,فَعِيلَة,noun,false,true
بصر,بَصِيرَةٍ,1,فَعِيلَةٍ,فَعِيلَة,noun,false,true
بصر,بِأَبْصَارِهِم,1,فِأَبْعَالِهِم,فِأَبْعَال,noun,false,false
بصر,بِالأَبْصَارِ,1,فِالأَبْعَالِ,فِالأَبْعَال,noun,false,false
بصر,بِالْبَصَرِ,1,فِالْبَعَلِ,فِالْبَعَل,noun,false,false
بصر,تَبْصِرَةً,1,تَفْعِلَةً,تَفْعِلَة,verb,false,false
بصر,تُبْصِرُونَ,9,تُفْعِلُونَ,تُفْعِل,verb,false,true
بصر,فَبَصَرُكَ,1,فَفَعَلُكَ,فَفَعَل,noun,false,true
بصر,فَبَصُرَت,1,فَفَعُلَت,فَفَعُلَت,verb,false,false
بصر,فَسَتُبْصِرُ,1,فَسَتُفْعِلُ,فَسَتُفْعِل,verb,false,false
بصر,مُبْصِرًا,3,مُفْعِلًا,مُفْعِل,noun,false,true
بصر,مُبْصِرَةً,3,مُفْعِلَةً,مُفْعِلَة,noun,false,true
بصر,مُبْصِرُونَ,1,مُفْعِلُونَ,مُفْعِل,noun,false,true
بصر,مُسْتَبْصِرِينَ,1,مُسْتَفْعِلِينَ,مُسْتَفْعِل,noun,false,true
بصر,وَأَبْصَارًا,1,وَأَفْعَالًا,وَأَفْعَال,verb,false,true
بصر,وَأَبْصَارَكُم,1,وَأَفْعَالَكُم,وَأَفْعَال,verb,false,true
بصر,وَأَبْصَارَهُم,1,وَأَفْعَالَهُم,وَأَفْعَال,verb,false,true
بصر,وَأَبْصَارُهُم,1,وَأَفْعَالُهُم,وَأَفْعَال,verb,false,true
بصر,وَأَبْصَارِهِم,2,وَأَفْعَالِهِم,وَأَفْعَال,verb,false,true
بصر,وَأَبْصِر,2,وَأَفْعِل,وَأَفْعِل,verb,false,true
بصر,وَأَبْصِرْهُم,1,وَأَفْعِلْهُم,وَأَفْعِل,verb,false,true
بصر,وَالأَبْصَارَ,5,وَالأَفْعَالَ,وَالأَفْعَال,verb,false,true
بصر,وَالأَبْصَارُ,1,وَالأَفْعَالُ,وَالأَفْعَال,verb,false,true
بصر,وَالأَبْصَارِ,1,وَالأَفْعَالِ,وَالأَفْعَال,verb,false,true
بصر,وَالْبَصَرَ,1,وَالْفَعَلَ,وَالْفَعَل,verb,false,true
بصر,وَالْبَصِيرُ,4,وَالْفَعِيلُ,وَالْفَعِيل,noun,false,true
بصر,وَالْبَصِيرِ,1,وَالْفَعِيلِ,وَالْفَعِيل,noun,false,true
بصر,وَيُبْصِرُونَ,1,وَيُفْعِلُونَ,وَيُفْعِل,verb,false,false
بصر,يَبْصُرُوا,1,يَفْعُلُوا,يَفْعُلُو,verb,false,false
بصر,يُبَصَّرُونَهُم,1,يُفَعَّلُونَهُم,يُفَعَّل,verb,false,false
بصر,يُبْصِرُ,1,يُفْعِلُ,يُفْعِل,verb,false,false
بصر,يُبْصِرُونَ,11,يُفْعِلُونَ,يُفْعِل,verb,false,false
بصل,وَبَصَلِهَا,1,وَفَعَلِهَا,وَفَعَل,noun,false,true
بضع,بِبِضَاعَةٍ,1,فِبِعَالَةٍ,فِبِعَالَة,noun,false,false
بضع,بِضَاعَةً,1,فِعَالَةً,فِعَالَة,noun,false,true
بضع,بِضَاعَتَهُم,2,فِعَالَتَهُم,فِعَالَت,noun,false,false
بضع,بِضَاعَتُنَا,1,فِعَالَتُنَا,فِعَالَت,noun,false,false
بضع,بِضْعَ,1,فِعْلَ,فِعْل,noun,false,true
بضع,بِضْعِ,1,فِعْلِ,فِعْل,noun,false,true
بطء,لَيُبَطِّئَنَّ,1,لَيُفَعِّلَنَّ,لَيُفَعِّلَن,verb,false,false
بطر,بَطَرًا,1,فَعَلًا,فَعَل,noun,false,true
بطر,بَطِرَت,1,فَعِلَت,فَعِلَت,verb,false,false
بطش,الْبَطْشَةَ,1,الْفَعْلَةَ,الْفَعْلَة,noun,false,true
بطش,بَطَشْتُم,2,فَعَلْتُم,فَعَلْتُم,verb,false,false
بطش,بَطْشًا,2,فَعْلًا,فَعْل,noun,false,true
بطش,بَطْشَ,1,فَعْلَ,فَعْل,noun,false,true
بطش,بَطْشَتَنَا,1,فَعْلَتَنَا,فَعْلَت,verb,false,false
بطش,نَبْطِشُ,1,نَفْعِلُ,نَفْعِل,verb,false,false
بطش,يَبْطِشَ,1,يَفْعِلَ,يَفْعِل,verb,false,false
بطش,يَبْطِشُونَ,1,يَفْعِلُونَ,يَفْعِل,verb,false,false
بطل,أَفَبِالْبَاطِلِ,2,أَفَفِالْبَاعِلِ,أَفَفِالْبَاعِل,verb,false,false
بطل,الْبَاطِلَ,4,الْفَاعِلَ,الْفَاعِل,noun,false,true
بطل,الْبَاطِلُ,5,الْفَاعِلُ,الْفَاعِل,noun,false,true
بطل,الْبَاطِلِ,1,الْفَاعِلِ,الْفَاعِل,noun,false,true
بطل,الْمُبْطِلُونَ,4,الْمُفْعِلُونَ,الْمُفْعِل,noun,false,true
بطل,بَاطِلاً,2,فَاعِلاً,فَاعِل,noun,false,true
بطل,بِالْبَاطِلِ,9,فِالْبَاعِلِ,فِالْبَاعِل,noun,false,false
بطل,تُبْطِلُوا,2,تُفْعِلُوا,تُفْعِلُو,verb,false,false
بطل,سَيُبْطِلُهُ,1,سَيُفْعِلُهُ,سَيُفْعِل,verb,false,false
بطل,مُبْطِلُونَ,1,مُفْعِلُونَ,مُفْعِل,noun,false,true
بطل,وَالْبَاطِلَ,1,وَالْفَاعِلَ,وَالْفَاعِل,noun,false,true
بطل,وَبَاطِلٌ,2,وَفَاعِلٌ,وَفَاعِل,noun,false,true
بطل,وَبَطَلَ,1,وَفَعَلَ,وَفَعَل,verb,false,true
بطل,وَيُبْطِلَ,1,وَيُفْعِلَ,وَيُفْعِل,verb,false,false
بطن,الْبُطُونَ,2,الْفُعُولَ,الْفُعُول,noun,false,true
بطن,الْبُطُونِ,1,الْفُعُولِ,الْفُعُول,noun,false,true
بطن,بَاطِنُهُ,1,فَاعِلُهُ,فَاعِل,noun,false,true
بطن,بَطَائِنُهَا,1,فَعَائِلُهَا,فَعَائِل,noun,false,true
بطن,بَطَنَ,2,فَعَلَ,فَعَل,verb,false,true
بطن,بَطْنِهِ,2,فَعْلِهِ,فَعْل,noun,false,true
بطن,بَطْنِي,1,فَعْلِي,فَعْل,noun,false,true
بطن,بُطُونِ,4,فُعُولِ,فُعُول,noun,false,true
بطن,بُطُونِهَا,2,فُعُولِهَا,فُعُول,noun,false,true
بطن,بُطُونِهِ,1,فُعُولِهِ,فُعُول,noun,false,true
بطن,بُطُونِهِم,3,فُعُولِهِم,فُعُول,noun,false,true
بطن,بِبَطْنِ,1,فِبَعْلِ,فِبَعْل,noun,false,false
بطن,بِطَانَةً,1,فِعَالَةً,فِعَالَة,noun,false,true
بطن,وَالْبَاطِنُ,1,وَالْفَاعِلُ,وَالْفَاعِل,noun,false,true
بطن,وَبَاطِنَةً,1,وَفَاعِلَةً,وَفَاعِلَة,noun,false,true
بطن,وَبَاطِنَهُ,1,وَفَاعِلَهُ,وَفَاعِل,noun,false,true
بعث,أَبَعَثَ,1,أَفَعَلَ,أَفَعَل,verb,false,true
بعث,أُبْعَثُ,1,أُفْعَلُ,أُفْعَل,verb,false,true
بعث,ابْعَث,1,افْعَل,افْعَل,verb,false,true
بعث,الْبَعْثِ,3,الْفَعْلِ,الْفَعْل,noun,false,true
بعث,انبَعَثَ,1,انفَعَلَ,انفَعَل,verb,false,false
بعث,انبِعَاثَهُم,1,انفِعَالَهُم,انفِعَال,verb,false,true
بعث,بَعَثَ,4,فَعَلَ,فَعَل,verb,false,true
بعث,بَعَثَنَا,1,فَعَلَنَا,فَعَل,verb,false,true
بعث,بَعَثَهُ,1,فَعَلَهُ,فَعَل,noun,false,true
بعث,بَعَثْنَا,5,فَعَلْنَا,فَعَل,verb,false,true
بعث,بَعَثْنَاكُم,1,فَعَلْنَاكُم,فَعَلْن,verb,false,false
بعث,بَعَثْنَاهُم,2,فَعَلْنَاهُم,فَعَلْن,verb,false,false
بعث,بَعْثُكُم,1,فَعْلُكُم,فَعْل,noun,false,true
بعث,بِمَبْعُوثِينَ,2,فِمَبْعُولِينَ,فِمَبْعُول,noun,false,false
بعث,تُبْعَثُونَ,1,تُفْعَلُونَ,تُفْعَل,verb,false,true
بعث,فَابْعَثُوا,2,فَافْعَلُوا,فَافْعَلُو,verb,false,false
بعث,فَبَعَثَ,2,فَفَعَلَ,فَفَعَل,verb,false,true
بعث,لَبَعَثْنَا,1,لَفَعَلْنَا,لَفَعَل,verb,false,true
بعث,لَتُبْعَثُنَّ,1,لَتُفْعَلُنَّ,لَتُفْعَلُن,verb,false,false
بعث,لَمَبْعُوثُونَ,5,لَمَفْعُولُونَ,لَمَفْعُول,noun,false,true
بعث,لَيَبْعَثَنَّ,1,لَيَفْعَلَنَّ,لَيَفْعَلَن,verb,false,false
بعث,مَبْعُوثُونَ,2,مَفْعُولُونَ,مَفْعُول,noun,false,true
بعث,نَبْعَثَ,1,نَفْعَلَ,نَفْعَل,verb,false,false
بعث,نَبْعَثُ,2,نَفْعَلُ,نَفْعَل,verb,false,false
بعث,وَابْعَث,2,وَافْعَل,وَافْعَل,verb,false,true
بعث,وَبَعَثْنَا,1,وَفَعَلْنَا,وَفَعَل,verb,false,true
بعث,يَبْعَثَ,4,يَفْعَلَ,يَفْعَل,verb,false,false
بعث,يَبْعَثَكَ,1,يَفْعَلَكَ,يَفْعَل,verb,false,false
بعث,يَبْعَثُ,2,يَفْعَلُ,يَفْعَل,verb,false,false
بعث,يَبْعَثُكُم,1,يَفْعَلُكُم,يَفْعَل,verb,false,false
بعث,يَبْعَثُهُمُ,3,يَفْعَلُهُمُ,يَفْعَل,verb,false,false
بعث,يُبْعَثُ,1,يُفْعَلُ,يُفْعَل,verb,false,false
بعث,يُبْعَثُوا,1,يُفْعَلُوا,يُفْعَلُو,verb,false,false
بعث,يُبْعَثُونَ,8,يُفْعَلُونَ,يُفْعَل,verb,false,false
بعثر,بُعْثِرَ,1,فُعْلِلَ,فُعْلِل,noun,false,true
بعثر,بُعْثِرَت,1,فُعْلِلَت,فُعْلِلَت,verb,false,false
بعد,الْبَعِيدُ,2,الْفَعِيلُ,الْفَعِيل,noun,false,true
بعد,الْبَعِيدِ,1,الْفَعِيلِ,الْفَعِيل,noun,false,true
بعد,بَاعِد,1,فَاعِل,فَاعِل,noun,false,true
بعد,بَعُدَت,1,فَعُلَت,فَعُلَت,verb,false,false
بعد,بَعِدَت,1,فَعِلَت,فَعِلَت,verb,false,false
بعد,بَعِيدًا,6,فَعِيلًا,فَعِيل,noun,false,true
بعد,بَعِيدٌ,2,فَعِيلٌ,فَعِيل,noun,false,true
بعد,بَعِيدٍ,12,فَعِيلٍ,فَعِيل,noun,false,true
بعد,بَعْدَ,57,فَعْلَ,فَعْل,noun,false,true
بعد,بَعْدَهَا,2,فَعْلَهَا,فَعْل,noun,false,true
بعد,بَعْدَهُ,2,فَعْلَهُ,فَعْل,noun,false,true
بعد,بَعْدَهُنَّ,1,فَعْلَهُنَّ,فَعْل,noun,false,true
بعد,بَعْدُ,9,فَعْلُ,فَعْل,noun,false,true
بعد,بَعْدِ,82,فَعْلِ,فَعْل,noun,false,true
بعد,بَعْدِكَ,1,فَعْلِكَ,فَعْل,noun,false,true
بعد,بَعْدِكُم,1,فَعْلِكُم,فَعْل,noun,false,true
بعد,بَعْدِهَا,4,فَعْلِهَا,فَعْل,noun,false,true
بعد,بَعْدِهِ,19,فَعْلِهِ,فَعْل,noun,false,true
بعد,بَعْدِهِم,17,فَعْلِهِم,فَعْل,noun,false,true
بعد,بَعْدِي,4,فَعْلِي,فَعْل,noun,false,true
بعد,بُعْدًا,4,فُعْلًا,فُعْل,noun,false,true
بعد,بُعْدَ,1,فُعْلَ,فُعْل,noun,false,true
بعد,بِبَعِيدٍ,2,فِبَعِيلٍ,فِبَعِيل,noun,false,false
بعد,فَبُعْدًا,2,فَفُعْلًا,فَفُعْل,noun,false,true
بعد,مُبْعَدُونَ,1,مُفْعَلُونَ,مُفْعَل,noun,false,true
بعر,بَعِيرٍ,2,فَعِيلٍ,فَعِيل,noun,false,true
بعض,بَعُوضَةً,1,فَعُولَةً,فَعُولَة,noun,false,true
بعض,بَعْضًا,9,فَعْلًا,فَعْل,noun,false,true
بعض,بَعْضٍ,37,فَعْلٍ,فَعْل,noun,false,true
بعض,بَعْضَ,14,فَعْلَ,فَعْل,noun,false,true
بعض,بَعْضَكُم,6,فَعْلَكُم,فَعْل,noun,false,true
بعض,بَعْضَهَا,1,فَعْلَهَا,فَعْل,noun,false,true
بعض,بَعْضَهُ,3,فَعْلَهُ,فَعْل,noun,false,true
بعض,بَعْضَهُم,10,فَعْلَهُم,فَعْل,noun,false,true
بعض,بَعْضُ,6,فَعْلُ,فَعْل,noun,false,true
بعض,بَعْضُكُم,12,فَعْلُكُم,فَعْل,noun,false,true
بعض,بَعْضُنَا,3,فَعْلُنَا,فَعْل,verb,false,true
بعض,بَعْضُهَا,2,فَعْلُهَا,فَعْل,noun,false,true
بعض,بَعْضُهُم,23,فَعْلُهُم,فَعْل,noun,false,true
بعض,بَعْضِ,4,فَعْلِ,فَعْل,noun,false,true
بعض,بَعْضِكُم,2,فَعْلِكُم,فَعْل,noun,false,true
بعض,بِبَعْضٍ,11,فِبَعْلٍ,فِبَعْل,noun,false,false
بعض,بِبَعْضِ,4,فِبَعْلِ,فِبَعْل,noun,false,false
بعض,بِبَعْضِهَا,1,فِبَعْلِهَا,فِبَعْل,noun,false,false
بعض,لِبَعْضٍ,8,لِفَعْلٍ,لِفَعْل,noun,false,true
بعض,لِبَعْضِ,1,لِفَعْلِ,لِفَعْل,noun,false,true
بعل,بَعْلاً,1,فَعْلاً,فَعْل,noun,false,true
بعل,بَعْلِهَا,1,فَعْلِهَا,فَعْل,noun,false,true
بعل,بَعْلِي,1,فَعْلِي,فَعْل,noun,false,true
بعل,بُعُولَتِهِنَّ,2,فُعُولَتِهِنَّ,فُعُولَت,noun,false,false
بعل,لِبُعُولَتِهِنَّ,1,لِفُعُولَتِهِنَّ,لِفُعُولَت,noun,false,false
بعل,وَبُعُولَتُهُنَّ,1,وَفُعُولَتُهُنَّ,وَفُعُولَت,noun,false,false
بغت,بَغْتَةً,13,فَعْلَةً,فَعْلَة,noun,false,true
بغض,الْبَغْضَاءُ,1,الْفَعْلَاءُ,الْفَعْلَاء,noun,false,true
بغض,وَالْبَغْضَاءَ,3,وَالْفَعْلَاءَ,وَالْفَعْلَاء,noun,false,true
بغض,وَالْبَغْضَاءُ,1,وَالْفَعْلَاءُ,وَالْفَعْلَاء,noun,false,true
بغل,وَالْبِغَالَ,1,وَالْفِعَالَ,وَالْفِعَال,noun,false,true
بقر,الْبَقَرَ,1,الْفَعَلَ,الْفَعَل,verb,false,true
بقر,الْبَقَرِ,2,الْفَعَلِ,الْفَعَل,noun,false,true
بقر,بَقَرَاتٍ,2,فَعَلَاتٍ,فَعَل,noun,false,true
