root,word,count
حسن,الْحَسَنَةِ,3
حسن,الْحُسْنَى,13
حسن,الْحُسْنَيَيْنِ,1
حسن,الْمُحْسِنِينَ,30
حسن,بِأَحْسَنَ,1
حسن,بِأَحْسَنِ,3
حسن,بِأَحْسَنِهَا,1
حسن,بِإِحْسَانٍ,3
حسن,بِالْحَسَنَاتِ,1
حسن,بِالْحَسَنَةِ,5
حسن,بِالْحُسْنَى,3
حسن,تُحْسِنُوا,1
حسن,حَسَنًا,18
حسن,حَسَنٍ,1
حسن,حَسَنَاتٍ,1
حسن,حَسَنَةً,8
حسن,حَسَنَةٌ,8
حسن,حَسَنَةٍ,1
حسن,حَسُنَت,1
حسن,حُسْنًا,5
حسن,حُسْنُ,2
حسن,حُسْنُهُنَّ,1
حسن,حِسَانٌ,1
حسن,حِسَانٍ,1
حسن,فَأَحْسَنَ,2
حسن,لَحُسْنَ,1
حسن,لَلْحُسْنَى,1
حسن,لِلْمُحْسِنَاتِ,1
حسن,لِلْمُحْسِنِينَ,2
حسن,مُحْسِنٌ,4
حسن,مُحْسِنُونَ,1
حسن,مُحْسِنِينَ,1
حشر,احْشُرُوا,1
حشر,الْحَشْرِ,1
حشر,تُحْشَرُونَ,8
حشر,حَاشِرِينَ,3
حشر,حَشَرْتَنِي,1
حشر,حَشْرٌ,1
حشر,حُشِرَ,1
حشر,حُشِرَت,1
حشر,فَحَشَرَ,1
حشر,فَسَيَحْشُرُهُم,1
حشر,لَنَحْشُرَنَّهُم,1
حشر,مَحْشُورَةً,1
حشر,نَحْشُرُ,2
حشر,نَحْشُرُهُم,2
حشر,وَتُحْشَرُونَ,1
حشر,وَحَشَرْنَا,1
حشر,وَحَشَرْنَاهُم,1
حشر,وَحُشِرَ,1
حشر,وَنَحْشُرُ,1
حشر,وَنَحْشُرُهُ,1
حشر,وَنَحْشُرُهُم,1
حشر,يَحْشُرُهُم,5
حشر,يُحْشَرَ,1
حشر,يُحْشَرُ,1
حشر,يُحْشَرُوا,1
حشر,يُحْشَرُونَ,3
حصب,حَاصِبًا,4
حصب,حَصَبُ,1
حصحص,حَصْحَصَ,1
حصد,الْحَصِيدِ,1
حصد,حَصَادِهِ,1
حصد,حَصَدتُّم,1
حصد,حَصِيدًا,2
حصد,وَحَصِيدٌ,1
حصر,أُحْصِرُوا,1
حصر,أُحْصِرْتُم,1
حصر,حَصِرَت,1
حصر,حَصِيرًا,1
حصر,وَاحْصُرُوهُم,1
حصر,وَحَصُورًا,1
حصل,وَحُصِّلَ,1
حصن,أَحْصَنَت,2
حصن,أُحْصِنَّ,1
حصن,الْمُحْصَنَاتِ,4
حصن,تَحَصُّنًا,1
حصن,تُحْصِنُونَ,1
حصن,حُصُونُهُم,1
حصن,لِتُحْصِنَكُم,1
حصن,مُحَصَّنَةٍ,1
حصن,مُحْصَنَاتٍ,1
حصن,مُحْصِنِينَ,2
حصن,وَالْمُحْصَنَاتُ,3
حصي,أَحْصَاهَا,1
حصي,أَحْصَاهُ,1
حصي,أَحْصَاهُم,1
حصي,أَحْصَى,1
حصي,أَحْصَيْنَاهُ,2
حصي,تُحْصُوهَا,2
حصي,تُحْصُوهُ,1
حصي,وَأَحْصَى,1
حصي,وَأَحْصُوا,1
حضر,أَحْضَرَت,1
حضر,الْمُحْضَرِينَ,2
حضر,حَاضِرًا,1
حضر,حَاضِرَةَ,2
حضر,حَاضِرِي,1
حضر,حَضَرَ,5
حضر,حَضَرُوهُ,1
حضر,لَمُحْضَرُونَ,2
حضر,لَنُحْضِرَنَّهُم,1
حضر,مُحْتَضَرٌ,1
حضر,مُحْضَرًا,1
حضر,مُحْضَرُونَ,5
حضر,وَأُحْضِرَتِ,1
حضر,يَحْضُرُونِ,1
حضض,تَحَاضُّونَ,1
حضض,يَحُضُّ,2
حطب,الْحَطَبِ,1
حطب,حَطَبًا,1
حطط,حِطَّةٌ,2
حطم,الْحُطَمَةُ,1
حطم,الْحُطَمَةِ,1
حطم,حُطَامًا,3
حطم,يَحْطِمَنَّكُم,1
حظر,الْمُحْتَظِرِ,1
حظر,مَحْظُورًا,1
حظظ,حَظًّا,3
حظظ,حَظٍّ,2
حظظ,حَظِّ,2
حفد,وَحَفَدَةً,1
حفر,الْحَافِرَةِ,1
حفر,حُفْرَةٍ,1
حفظ,اسْتُحْفِظُوا,1
حفظ,بِحَفِيظٍ,2
حفظ,حَافِظًا,1
حفظ,حَافِظٌ,1
حفظ,حَافِظَاتٌ,1
حفظ,حَافِظُوا,1
حفظ,حَافِظُونَ,2
حفظ,حَافِظِينَ,3
حفظ,حَفَظَةً,1
حفظ,حَفِظَ,1
حفظ,حَفِيظًا,3
حفظ,حَفِيظٌ,5
حفظ,حَفِيظٍ,1
حفظ,حِفْظُهُمَا,1
حفظ,لَحَافِظُونَ,3
حفظ,لَحَافِظِينَ,1
حفظ,مَحْفُوظًا,1
حفظ,مَحْفُوظٍ,1
حفظ,وَاحْفَظُوا,1
حفظ,وَالْحَافِظَاتِ,1
حفظ,وَالْحَافِظُونَ,1
حفظ,وَالْحَافِظِينَ,1
حفظ,وَحَفِظْنَاهَا,1
حفظ,وَحِفْظًا,2
حفظ,وَنَحْفَظُ,1
حفظ,وَيَحْفَظُوا,1
حفظ,وَيَحْفَظْنَ,1
حفظ,يَحْفَظُونَهُ,1
حفظ,يُحَافِظُونَ,3
حفف,حَافِّينَ,1
حفف,وَحَفَفْنَاهُمَا,1
حفي,حَفِيًّا,1
حفي,حَفِيٌّ,1
حفي,فَيُحْفِكُم,1
حقب,أَحْقَابًا,1
حقب,حُقُبًا,1
حقف,بِالأَحْقَافِ,1
حقق,أَحَقٌّ,1
حقق,أَحَقَّ,1
حقق,أَحَقُّ,9
حقق,اسْتَحَقَّ,1
حقق,اسْتَحَقَّا,1
حقق,الْحَاقَّةُ,3
حقق,الْحَقَّ,24
حقق,الْحَقُّ,48
حقق,الْحَقِّ,37
حقق,بِالْحَقِّ,74
حقق,بِحَقٍّ,1
حقق,حَقِيقٌ,1
حقق,حَقًّا,17
حقق,حَقٌّ,13
حقق,حَقٍّ,6
حقق,حَقَّ,14
حقق,حَقَّت,5
حقق,حَقَّهُ,3
حقق,حَقُّ,1
حقق,فَالْحَقُّ,1
حقق,فَحَقَّ,4
حقق,لَحَقٌّ,3
حقق,لَحَقُّ,1
حقق,لَلْحَقُّ,1
حقق,لِلْحَقِّ,6
حقق,لِيُحِقَّ,1
حقق,وَالْحَقَّ,1
حقق,وَبِالْحَقِّ,2
حقق,وَحَقَّ,1
حقق,وَحُقَّت,2
حقق,وَيَحِقَّ,1
حقق,وَيُحِقُّ,2
حقق,يُحِقَّ,1
حكم,أَحْكَمُ,1
حكم,أَفَحُكْمَ,1
حكم,أُحْكِمَت,1
حكم,احْكُم,2
حكم,الْحَاكِمِينَ,5
حكم,الْحَكِيمُ,33
حكم,الْحَكِيمِ,9
حكم,الْحُكَّامِ,1
حكم,الْحُكْمَ,1
حكم,الْحُكْمُ,6
حكم,الْحِكْمَةَ,4
حكم,الْحِكْمَةِ,1
حكم,بِأَحْكَمِ,1
حكم,بِالْحِكْمَةِ,2
حكم,بِحُكْمِهِ,1
حكم,تَحْكُمُ,1
حكم,تَحْكُمُوا,1
حكم,تَحْكُمُونَ,4
حكم,حَكَمًا,2
حكم,حَكَمَ,1
حكم,حَكَمْتَ,1
حكم,حَكَمْتُم,1
حكم,حَكِيمًا,16
حكم,حَكِيمٌ,35
حكم,حَكِيمٍ,4
حكم,حُكْمًا,8
حكم,حُكْمُ,2
حكم,حُكْمِهِ,1
حكم,حِكْمَةٌ,1
حكم,فَأَحْكُمُ,1
حكم,فَاحْكُم,5
حكم,فَالْحُكْمُ,1
حكم,فَحُكْمُهُ,1
حكم,لَيَحْكُمُ,1
حكم,لِتَحْكُمَ,1
حكم,لِحُكْمِ,3
حكم,لِحُكْمِهِ,1
حكم,لِحُكْمِهِم,1
حكم,لِيَحْكُمَ,4
حكم,مُحْكَمَاتٌ,1
حكم,مُحْكَمَةٌ,1
حكم,وَالْحُكْمَ,3
حكم,وَالْحِكْمَةَ,9
حكم,وَالْحِكْمَةِ,2
حكم,وَحَكَمًا,1
حكم,وَحِكْمَةٍ,1
حكم,وَلْيَحْكُم,1
حكم,يَتَحَاكَمُوا,1
حكم,يَحْكُم,3
حكم,يَحْكُمَ,3
حكم,يَحْكُمَانِ,1
حكم,يَحْكُمُ,10
حكم,يَحْكُمُونَ,4
حكم,يُحَكِّمُوكَ,1
حكم,يُحَكِّمُونَكَ,1
حكم,يُحْكِمُ,1
حلف,حَلاَّفٍ,1
حلف,حَلَفْتُم,1
حلف,سَيَحْلِفُونَ,1
حلف,فَيَحْلِفُونَ,1
حلف,وَسَيَحْلِفُونَ,1
حلف,وَلَيَحْلِفُنَّ,1
حلف,وَيَحْلِفُونَ,2
حلف,يَحْلِفُونَ,5
حلق,تَحْلِقُوا,1
حلق,مُحَلِّقِينَ,1
حلقم,الْحُلْقُومَ,1
حلل,أَحَلَّ,2
حلل,أَحَلَّنَا,1
حلل,أَحْلَلْنَا,1
حلل,أُحِلَّ,5
حلل,أُحِلَّت,2
حلل,تَحُلُّ,1
حلل,تَحِلَّةَ,1
حلل,تَحِلُّ,1
حلل,تُحِلُّوا,1
حلل,حَلاَلاً,4
حلل,حَلاَلٌ,1
حلل,حَلَلْتُم,1
حلل,حِلاًّ,1
حلل,حِلٌّ,4
حلل,فَيَحِلَّ,1
حلل,فَيُحِلُّوا,1
حلل,مَحِلَّهُ,2
حلل,مَحِلُّهَا,1
حلل,مُحِلِّي,1
حلل,وَأَحَلَّ,1
حلل,وَأَحَلُّوا,1
حلل,وَأُحِلَّ,1
حلل,وَأُحِلَّت,1
حلل,وَاحْلُل,1
حلل,وَحَلاَئِلُ,1
حلل,وَحَلاَلاً,1
حلل,وَلأُحِلَّ,1
حلل,وَيَحِلُّ,2
حلل,وَيُحِلُّ,1
حلل,يَحِلَّ,1
حلل,يَحِلُّ,4
حلل,يَحِلُّونَ,1
حلل,يَحْلِل,1
حلل,يُحِلُّونَهُ,1
حلم,أَحْلاَمٍ,2
حلم,أَحْلاَمُهُم,1
حلم,الأَحْلاَمِ,1
حلم,الْحَلِيمُ,1
حلم,الْحُلُمَ,2
حلم,حَلِيمًا,3
حلم,حَلِيمٌ,9
حلم,حَلِيمٍ,1
حلم,لَحَلِيمٌ,1
حلي,الْحِلْيَةِ,1
حلي,حُلِيِّهِم,1
حلي,حِلْيَةً,2
حلي,حِلْيَةٍ,1
حلي,وَحُلُّوا,1
حلي,يُحَلَّوْنَ,3
حم,حم,7
حمء,حَمَإٍ,3
حمء,حَمِئَةٍ,1
حمد,أَحْمَدُ,1
حمد,الْحَامِدُونَ,1
حمد,الْحَمِيدُ,6
حمد,الْحَمِيدِ,4
حمد,الْحَمْدُ,26
حمد,بِحَمْدِ,10
حمد,بِحَمْدِكَ,1
حمد,بِحَمْدِهِ,4
حمد,حَمِيدًا,1
حمد,حَمِيدٌ,5
حمد,حَمِيدٍ,1
حمد,مَحْمُودًا,1
حمد,مُحَمَّدٌ,3
حمد,مُحَمَّدٍ,1
حمد,وَالْحَمْدُ,2
حمد,يُحْمَدُوا,1
حمر,الْحَمِيرِ,1
حمر,الْحِمَارِ,1
حمر,حُمُرٌ,1
حمر,حِمَارِكَ,1
حمر,وَالْحَمِيرَ,1
حمر,وَحُمْرٌ,1
حمل,أَحْمِلُ,1
حمل,أَحْمِلُكُم,1
حمل,احْتَمَلَ,1
حمل,احْتَمَلُوا,1
حمل,احْمِل,1
حمل,الأَحْمَالِ,1
حمل,بِحَامِلِينَ,1
حمل,تَحْمِل,2
حمل,تَحْمِلُ,4
حمل,تَحْمِلُهُ,2
حمل,تُحَمِّلْنَا,1
حمل,تُحْمَلُونَ,2
حمل,حَمَلَ,1
حمل,حَمَلَت,2
حمل,حَمَلَتْهُ,2
حمل,حَمَلْتَهُ,1
حمل,حَمَلْنَا,3
حمل,حَمَلْنَاكُم,1
حمل,حَمُولَةً,1
حمل,حَمَّالَةَ,1
حمل,حَمْلاً,1
حمل,حَمْلٍ,2
حمل,حَمْلَهَا,1
حمل,حَمْلَهُنَّ,2
حمل,حُمِّلَ,1
حمل,حُمِّلُوا,1
حمل,حُمِّلْتُم,1
حمل,حُمِّلْنَا,1
حمل,حِمْلاً,1
حمل,حِمْلُ,1
حمل,حِمْلِهَا,1
حمل,فَاحْتَمَلَ,1
حمل,فَالْحَامِلاَتِ,1
حمل,فَحَمَلَتْهُ,1
حمل,لِتَحْمِلَهُم,1
حمل,لِيَحْمِلُوا,1
حمل,وَتَحْمِلُ,1
حمل,وَحَمَلَهَا,1
حمل,وَحَمَلْنَاهُ,1
حمل,وَحَمَلْنَاهُم,1
حمل,وَحَمْلُهُ,1
حمل,وَحُمِلَتِ,1
حمل,وَلَيَحْمِلُنَّ,1
حمل,وَلْنَحْمِل,1
حمل,وَيَحْمِلُ,1
حمل,يَحْمِلُ,2
حمل,يَحْمِلُونَ,2
حمل,يَحْمِلُوهَا,1
حمل,يَحْمِلْنَهَا,1
حمل,يُحْمَل,1
حمم,الْحَمِيمُ,1
حمم,الْحَمِيمِ,4
حمم,حَمِيمًا,3
حمم,حَمِيمٌ,4
حمم,حَمِيمٍ,7
حمم,وَحَمِيمٍ,1
حمم,يَحْمُومٍ,1
حمو,حَامِيَةً,1
حمو,حَامِيَةٌ,1
حمو,يُحْمَى,1
حمي,الْحَمِيَّةَ,1
حمي,حَامٍ,1
حمي,حَمِيَّةَ,1
حنث,الْحِنثِ,1
حنث,تَحْنَث,1
حنجر,الْحَنَاجِرَ,1
حنجر,الْحَنَاجِرِ,1
حنذ,حَنِيذٍ,1
حنف,حَنِيفًا,10
حنف,حُنَفَاءَ,2
حنك,لأَحْتَنِكَنَّ,1
حنن,حُنَيْنٍ,1
حنن,وَحَنَانًا,1
حوب,حُوبًا,1
حوت,الْحُوتَ,1
حوت,الْحُوتُ,1
حوت,الْحُوتِ,1
حوت,حُوتَهُمَا,1
حوت,حِيتَانُهُم,1
حوج,حَاجَةً,3
حوذ,اسْتَحْوَذَ,1
حوذ,نَسْتَحْوِذ,1
حور,الْحَوَارِيُّونَ,3
حور,الْحَوَارِيِّنَ,1
حور,بِحُورٍ,2
حور,تَحَاوُرَكُمَا,1
حور,حُورٌ,1
حور,لِلْحَوَارِيِّنَ,1
حور,وَحُورٌ,1
حور,يَحُورَ,1
حور,يُحَاوِرُهُ,2
حوز,مُتَحَيِّزًا,1
حوط,أَحَاطَ,4
حوط,أَحَطتُ,1
حوط,أَحَطْنَا,1
حوط,أُحِيطَ,1
حوط,تُحِط,2
حوط,تُحِيطُوا,1
حوط,لَمُحِيطَةٌ,2
حوط,مُحِيطًا,2
حوط,مُحِيطٌ,6
حوط,مُحِيطٍ,1
حوط,وَأَحَاطَ,1
حوط,وَأَحَاطَت,1
حوط,وَأُحِيطَ,1
حوط,يُحَاطَ,1
حوط,يُحِيطُوا,1
حوط,يُحِيطُونَ,2
حول,الْحَوْلِ,1
حول,تَحْوِيلاً,3
حول,حَوْلَ,1
حول,حَوْلَكُم,2
حول,حَوْلَهَا,3
حول,حَوْلَهُ,5
حول,حَوْلَهُم,1
حول,حَوْلَيْنِ,1
حول,حَوْلِ,1
حول,حَوْلِكَ,1
حول,حَوْلِهِم,1
حول,حِوَلاً,1
حول,حِيلَةً,1
حول,وَحَالَ,1
حول,وَحِيلَ,1
حول,يَحُولُ,1
حوي,أَحْوَى,1
حوي,الْحَوَايَا,1
حيث,حَيْثُ,29
حيث,وَحَيْثُ,2
حيد,تَحِيدُ,1
حير,حَيْرَانَ,1
حيص,مَحِيصًا,1
حيص,مَحِيصٍ,4
حيض,الْمَحِيضِ,3
حيض,يَحِضْنَ,1
حيف,يَحِيفَ,1
حيق,فَحَاقَ,2
حيق,وَحَاقَ,7
حيق,يَحِيقُ,1
حين,حِينٌ,1
حين,حِينٍ,15
حين,حِينَ,12
حين,حِينَئِذٍ,1
حين,حِينِ,1
حين,وَحِينَ,5
حيي,أَحْيَا,1
حيي,أَحْيَاءً,1
حيي,أَحْيَاءٌ,2
حيي,أَحْيَاءٍ,1
حيي,أَحْيَاكُم,1
حيي,أَحْيَاهَا,2
حيي,أَحْيَاهُم,1
حيي,أَحْيَيْنَاهَا,1
حيي,أُحْيِ,1
حيي,اسْتِحْيَاءٍ,1
حيي,الأَحْيَاءُ,1
حيي,الْحَيَاةَ,11
حيي,الْحَيَاةُ,15
حيي,الْحَيَاةِ,37
حيي,الْحَيَوَانُ,1
حيي,الْحَيَّ,4
حيي,الْحَيُّ,3
حيي,الْحَيِّ,5
حيي,بِالْحَيَاةِ,3
حيي,بِتَحِيَّةٍ,1
حيي,بِيَحْيَى,1
حيي,تَحِيَّةً,2
حيي,تَحِيَّتُهُم,2
حيي,تَحْيَوْنَ,1
حيي,تُحْيِ,1
حيي,حَيَاةً,2
حيي,حَيَاةٌ,1
حيي,حَيَاةٍ,1
حيي,حَيَاتُنَا,3
حيي,حَيَاتِكُمُ,1
حيي,حَيًّا,5
حيي,حَيٍّ,1
حيي,حَيَّ,1
حيي,حَيَّةٌ,1
حيي,حَيَّوْكَ,1
حيي,حُيِّيتُم,1
حيي,فَأَحْيَا,4
حيي,فَأَحْيَاكُم,1
حيي,فَأَحْيَيْنَا,1
حيي,فَأَحْيَيْنَاهُ,1
حيي,فَحَيُّوا,1
حيي,فَلَنُحْيِيَنَّهُ,1
حيي,فَيَسْتَحْيِ,1
حيي,فَيُحْيِ,1
حيي,لَمُحْيِ,2
حيي,لِحَيَاتِي,1
حيي,لِلْحَيِّ,1
حيي,لِنُحِيَ,1
حيي,مَحْيَاهُم,1
حيي,نُحْيِ,3
حيي,وَأَحْيَا,1
حيي,وَأَحْيَيْتَنَا,1
حيي,وَأَحْيَيْنَا,1
حيي,وَأُحْيِ,1
حيي,وَاسْتَحْيُوا,1
حيي,وَالْحَيَاةَ,1
حيي,وَتَحِيَّتُهُم,1
حيي,وَمَحْيَايَ,1
حيي,وَنَحْيَا,2
حيي,وَنَسْتَحْيِ,1
حيي,وَيَحْيَى,2
حيي,وَيَسْتَحْيُونَ,3
حيي,وَيَسْتَحْيِ,1
حيي,وَيُحْيِ,1
حيي,يَايَحْيَى,1
حيي,يَحْيَى,4
حيي,يَسْتَحْيِ,2
حيي,يُحَيِّكَ,1
حيي,يُحْيَ,2
حيي,يُحْيِ,16
حيي,يُحْيِيكُم,5
حيي,يُحْيِينِ,1
حيي,يُحْيِيهَا,1
خبء,الْخَبْءَ,1
خبت,الْمُخْبِتِينَ,1
خبت,خَبَت,1
خبت,فَتُخْبِتَ,1
خبت,وَأَخْبَتُوا,1
خبث,الْخَبَائِثَ,2
خبث,الْخَبِيثَ,5
خبث,الْخَبِيثَاتُ,1
خبث,الْخَبِيثُ,1
خبث,الْخَبِيثِ,1
خبث,خَبُثَ,1
خبث,خَبِيثَةٍ,2
خبث,لِلْخَبِيثَاتِ,1
خبث,لِلْخَبِيثِينَ,1
خبث,وَالْخَبِيثُونَ,1
خبر,أَخْبَارَكُم,1
خبر,أَخْبَارَهَا,1
خبر,أَخْبَارِكُم,1
خبر,الْخَبِيرُ,6
خبر,بِخَبَرٍ,2
خبر,خَبِيرًا,12
خبر,خَبِيرٌ,23
خبر,خَبِيرٍ,2
خبر,خُبْرًا,2
خبر,لَخَبِيرٌ,2
خبز,خُبْزًا,1
خبط,يَتَخَبَّطُهُ,1
خبل,خَبَالاً,2
ختر,خَتَّارٍ,1
ختم,خَتَمَ,1
ختم,خِتَامُهُ,1
ختم,مَخْتُومٍ,1
ختم,نَخْتِمُ,1
ختم,وَخَاتَمَ,1
ختم,وَخَتَمَ,2
ختم,يَخْتِم,1
خدد,الأُخْدُودِ,1
خدد,خَدَّكَ,1
خدع,خَادِعُهُم,1
خدع,يَخْدَعُوكَ,1
خدع,يَخْدَعُونَ,1
خدع,يُخَادِعُونَ,2
خدن,أَخْدَانٍ,2
خذل,خَذُولاً,1
خذل,مَخْذُولاً,1
خذل,يَخْذُلْكُم,1
خرب,خَرَابِهَا,1
خرب,يُخْرِبُونَ,1
خرج,أَخْرَجَ,7
خرج,أَخْرَجَتْكَ,1
خرج,أَخْرَجَكَ,1
خرج,أَخْرَجَكُم,1
خرج,أَخْرَجَنِي,1
خرج,أَخْرَجَهُ,1
خرج,أَخْرَجُوكُم,1
خرج,أَخْرَجْنَا,2
خرج,أَخْرِج,1
خرج,أَخْرِجُوا,2
خرج,أَخْرِجُوهُم,1
خرج,أَخْرِجْنَا,3
خرج,أُخْرَجَ,1
خرج,أُخْرَجُ,1
خرج,أُخْرِجَت,1
خرج,أُخْرِجُوا,3
خرج,أُخْرِجْتُم,1
خرج,أُخْرِجْنَا,1
خرج,إِخْرَاجًا,1
خرج,إِخْرَاجٍ,1
خرج,إِخْرَاجُهُم,1
خرج,إِخْرَاجِكُم,1
خرج,اخْرُج,2
خرج,اخْرُجُوا,1
خرج,اسْتَخْرَجَهَا,1
خرج,الْخُرُوجَ,1
خرج,الْخُرُوجُ,1
خرج,الْخُرُوجِ,1
خرج,الْمُخْرَجِينَ,1
خرج,بِإِخْرَاجِ,1
خرج,بِخَارِجٍ,1
خرج,بِخَارِجِينَ,2
خرج,بِمُخْرَجِينَ,1
خرج,تَخْرُج,3
خرج,تَخْرُجَ,2
خرج,تَخْرُجُ,3
خرج,تَخْرُجُوا,1
خرج,تَخْرُجُونَ,1
خرج,تُخْرَجُونَ,3
خرج,تُخْرِجُ,1
خرج,تُخْرِجُونَ,1
خرج,تُخْرِجُوهُنَّ,1
خرج,خَرَجُوا,5
خرج,خَرَجْتَ,2
خرج,خَرَجْتُم,1
خردل,خَرْدَلٍ,2
خرر,خَرَّ,2
خرر,خَرُّوا,2
خرر,فَخَرَّ,1
خرر,وَتَخِرُّ,1
خرر,وَخَرَّ,2
خرر,وَخَرُّوا,1
خرر,وَيَخِرُّونَ,1
خرر,يَخِرُّوا,1
خرر,يَخِرُّونَ,1
خرص,الْخَرَّاصُونَ,1
خرص,تَخْرُصُونَ,1
خرص,يَخْرُصُونَ,3
خرطم,الْخُرْطُومِ,1
خرق,أَخَرَقْتَهَا,1
خرق,تَخْرِقَ,1
خرق,خَرَقَهَا,1
خرق,وَخَرَقُوا,1
خزن,بِخَازِنِينَ,1
خزن,خَزَائِنَ,1
خزن,خَزَائِنُ,5
خزن,خَزَائِنُهُ,1
خزن,خَزَائِنِ,1
خزن,خَزَنَتُهَا,3
خزن,لِخَزَنَةِ,1
خزي,أَخْزَى,1
خزي,أَخْزَيْتَهُ,1
خزي,الْخِزْيَ,2
خزي,الْخِزْيُ,1
خزي,الْخِزْيِ,2
خزي,تُخْزُونِ,2
خزي,تُخْزِنَا,1
خزي,تُخْزِنِي,1
خزي,خِزْيٌ,5
خزي,خِزْيِ,1
خزي,مُخْزِي,1
خزي,وَلِيُخْزِيَ,1
خزي,وَنَخْزَى,1
خزي,وَيُخْزِهِم,1
خزي,يُخْزِي,1
خزي,يُخْزِيهِ,3
خزي,يُخْزِيهِم,1
خسء,اخْسَئُوا,1
خسء,خَاسِئًا,1
خسء,خَاسِئِينَ,2
خسر,الأَخْسَرُونَ,2
خسر,الأَخْسَرِينَ,1
خسر,الْخَاسِرُونَ,11
خسر,الْخَاسِرِينَ,13
خسر,الْخُسْرَانُ,2
خسر,الْمُخْسِرِينَ,1
خسر,بِالأَخْسَرِينَ,1
خسر,تَخْسِيرٍ,1
خسر,تُخْسِرُوا,1
خسر,خَاسِرَةٌ,1
خسر,خَاسِرِينَ,5
خسر,خَسَارًا,3
خسر,خَسِرَ,5
خسر,خَسِرُوا,8
خسر,خُسْرًا,1
خسر,خُسْرٍ,1
خسر,خُسْرَانًا,1
خسر,لَخَاسِرُونَ,3
خسر,وَخَسِرَ,2
خسر,يَخْسَرُ,1
خسر,يُخْسِرُونَ,1
خسف,خَسَفْنَا,1
خسف,فَخَسَفْنَا,1
خسف,لَخَسَفَ,1
خسف,نَخْسِف,1
خسف,وَخَسَفَ,1
خسف,يَخْسِفَ,3
خشب,خُشُبٌ,1
خشع,الْخَاشِعِينَ,1
خشع,تَخْشَعَ,1
خشع,خَاشِعًا,1
خشع,خَاشِعَةً,3
خشع,خَاشِعَةٌ,2
خشع,خَاشِعُونَ,1
خشع,خَاشِعِينَ,3
خشع,خُشُوعًا,1
خشع,خُشَّعًا,1
خشع,وَالْخَاشِعَاتِ,1
خشع,وَالْخَاشِعِينَ,1
خشع,وَخَشَعَتِ,1
خشي,أَتَخْشَوْنَهُم,1
خشي,تَخْشَاهُ,1
خشي,تَخْشَوُا,1
خشي,تَخْشَوْنَ,1
خشي,تَخْشَوْهُ,1
خشي,تَخْشَوْهُم,2
خشي,تَخْشَى,1
خشي,خَشِيتُ,1
خشي,خَشِيَ,3
خشي,خَشْيَةً,1
خشي,خَشْيَةَ,2
خشي,خَشْيَةِ,3
خشي,خَشْيَتِهِ,1
خشي,فَاخْشَوْهُم,1
خشي,فَتَخْشَى,1
خشي,فَخَشِينَا,1
خشي,كَخَشْيَةِ,1
خشي,نَخْشَى,1
خشي,وَاخْشَوْا,1
خشي,وَاخْشَوْنِ,2
خشي,وَاخْشَوْنِي,1
خشي,وَتَخْشَى,1
خشي,وَخَشِيَ,1
خشي,وَلْيَخْشَ,1
خشي,وَيَخْشَ,1
خشي,وَيَخْشَوْنَ,1
خشي,وَيَخْشَوْنَهُ,1
خشي,يَخْشَ,1
خشي,يَخْشَاهَا,1
خشي,يَخْشَوْنَ,6
خشي,يَخْشَى,6
خصص,خَاصَّةً,1
خصص,خَصَاصَةٌ,1
خصص,يَخْتَصُّ,2
خصف,يَخْصِفَانِ,2
خصم,اخْتَصَمُوا,1
خصم,الْخَصْمِ,1
خصم,الْخِصَامِ,2
خصم,تَخَاصُمُ,1
خصم,تَخْتَصِمُوا,1
خصم,تَخْتَصِمُونَ,1
خصم,خَصِمُونَ,1
خصم,خَصِيمًا,1
خصم,خَصِيمٌ,2
خصم,خَصْمَانِ,2
خصم,يَخِصِّمُونَ,1
خصم,يَخْتَصِمُونَ,4
خضد,مَخْضُودٍ,1
خضر,الأَخْضَرِ,1
خضر,خَضِرًا,1
خضر,خُضْرًا,1
خضر,خُضْرٌ,1
خضر,خُضْرٍ,3
خضر,مُخْضَرَّةً,1
خضع,تَخْضَعْنَ,1
خضع,خَاضِعِينَ,1
خطء,أَخْطَأْتُم,1
خطء,أَخْطَأْنَا,1
خطء,الْخَاطِئُونَ,1
خطء,الْخَاطِئِينَ,1
خطء,بِالْخَاطِئَةِ,1
خطء,خَاطِئَةٍ,1
خطء,خَاطِئِينَ,2
خطء,خَطَئًا,2
خطء,خَطَايَاكُم,2
خطء,خَطَايَانَا,2
خطء,خَطَايَاهُم,1
خطء,خَطِيئَاتِكُم,1
خطء,خَطِيئَاتِهِم,1
خطء,خَطِيئَةً,1
خطء,خَطِيئَتُهُ,1
خطء,خَطِيئَتِي,1
خطء,خِطْئًا,1
خطء,لَخَاطِئِينَ,1
خطب,الْخِطَابِ,2
خطب,تُخَاطِبْنِي,2
خطب,خَاطَبَهُمُ,1
خطب,خَطْبُكَ,1
خطب,خَطْبُكُم,2
خطب,خَطْبُكُمَا,1
خطب,خَطْبُكُنَّ,1
خطب,خِطَابًا,1
خطب,خِطْبَةِ,1
خطط,تَخُطُّهُ,1
خطف,الْخَطْفَةَ,1
خطف,خَطِفَ,1
خطف,فَتَخْطَفُهُ,1
خطف,نُتَخَطَّفُ,1
خطف,وَيُتَخَطَّفُ,1
خطف,يَتَخَطَّفَكُمُ,1
خطف,يَخْطَفُ,1
خطو,خُطُوَاتِ,5
خفت,تُخَافِت,1
خفت,يَتَخَافَتُونَ,2
خفض,خَافِضَةٌ,1
